sõnu uudises,esimene isik,negatiivsus,kordaja,positiivsus,väljaanne,link
154,4,1,3.25,3,Eesti Päevaleht,https://epl.delfi.ee/valismaa/valgevene-valimisfarsile-jargneb-sunge-sugis?id=90683673
229,7,8,6.55,8,Telegram,https://www.telegram.ee/maailm/hiina-meedia-snowdeni-valjaandmine-oleks-reetmine
64,2,1,4.69,1,Eesti Päevaleht,https://epl.delfi.ee/uudised/parempoolsete-juht-seisame-isamaa-riigikogulaste-taga-kes-referendumi-korraldamist-ei-toeta?id=91665483
219,2,11,5.94,3,Telegram,https://www.telegram.ee/maailm/pohja-korea-juht-andis-kasu-panna-raketid-stardivalmis
153,0,0,0.0,1,Telegram,https://www.telegram.ee/eesti/ingliskeelne-france-24-saab-nahtavaks-eesti-vabalevis
232,5,9,6.03,6,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/mali-president-saatis-rahutuste-leevendamiseks-laiali-korgeima-kohtu?id=90426381
453,1,9,2.21,22,Telegram,https://www.telegram.ee/teadus-ja-tulevik/augud-lehmade-keres-vajalik-teadustoo
525,20,9,5.52,29,Delfi,https://www.delfi.ee/news/paevauudised/eesti/avalik-kiri-juri-ratasele-praegusel-raskel-ajal-ei-ole-kohane-abielu-moistele-ideaalset-lahendust-otsida-suunake-rahvakusitluseks-kuluvad-miljonid-hoo?id=91529251
243,4,7,4.53,7,Uued Uudised,https://uueduudised.ee/uudis/euroopa-komisjoni-president-von-der-leyen-tunnistas-euroliidu-saamatust-ja-vabandas-itaalia-ees/
196,1,2,1.53,6,Uued Uudised,https://uueduudised.ee/uudis/eesti/soome-pani-ennast-lukku-sinna-paaseb-vaid-erilisel-vajadusel/
184,0,14,7.61,2,Uued Uudised,https://uueduudised.ee/uudis/politseinikud-on-muutumas-uhiskonna-poksikottideks/
160,1,4,3.12,5,Uued Uudised,https://uueduudised.ee/uudis/eesti/ekre-soovib-sotsiaalministrilt-selgitusi-soovahetusoperatsiooni-tingimuste-lihtsustamise-kohta/
293,2,1,1.02,15,Delfi,https://www.delfi.ee/news/paevauudised/eesti/uuring-eesti-koige-mainekam-korgkool-on-endiselt-tartu-ulikool?id=90440899
362,17,4,5.8,21,Telegram,https://www.telegram.ee/arvamus/lugejakiri-lugu-mis-voib-paasta-kellegi-elu
559,7,14,3.76,30,Uued Uudised,https://uueduudised.ee/arvamus/vasakliberaalid-ehitavad-eestis-soodomat-ja-gomorrat-armastus-olevat-vaba-ka-moraalist/
322,4,11,4.66,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/venemaa-ei-nae-vajadust-hakata-koomas-navalnoi-murgitamist-uurima-kreml-jutt-meie-osalusest-on-sisutuhi-mura?id=90843929
87,2,2,4.6,1,Telegram,https://www.telegram.ee/maailm/uhepaevane-lufthansa-streik-on-halvanud-saksamaa-lennuliikluse
753,23,39,8.23,26,Uued Uudised,https://uueduudised.ee/arvamus/malle-parn-muujatudruku-skandaalist-jalle-paisutati-uhest-mullikesest-tohutu-veeklaasitorm/
1412,31,28,4.18,36,Uued Uudised,https://uueduudised.ee/majandus/andres-raid-idu-app-ja-tegelik-tootmine/
194,1,1,1.03,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/poolast-ja-uhendkuningriigist-saabujad-peavad-eestis-karantiini-jaama?id=90240421
766,4,17,2.74,10,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafik-oopaevaga-lisandus-37-koroonapositiivset-terviseamet-kanna-maski-valdi-reisimist-eelista-kaugtood?id=91316439
598,3,4,1.17,14,Delfi,https://www.delfi.ee/news/paevauudised/eesti/valitsus-pani-paika-kuidas-ikkagi-tanavu-ja-jargmine-aasta-koolide-lopetamine-korraldatud-on?id=89755445
60,0,2,3.33,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/saksamaa-andis-valja-maaruse-bundestagi-hakkimises-kahtlustatava-venelase-vahistamiseks?id=89765943
178,6,1,3.93,14,Delfi,https://www.delfi.ee/news/paevauudised/eesti/ajaloolised-fotod-piirivalve-taasloomisest-moodub-30-aastat?id=91541239
238,4,8,5.04,8,Uued Uudised,https://uueduudised.ee/uudis/eesti/politoloog-praegu-on-ainsa-erakonnana-eestis-sidusa-ja-selge-tulevikunarratiivi-sonastanud-ekre/
228,5,4,3.95,6,Uued Uudised,https://uueduudised.ee/uudis/pollumehed-toetasid-martin-helmet-toompeal-ja-kinksid-riigikogu-liikmetele-mangutraktorid/
118,1,2,2.54,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-lageraie-valdur-mikita-pere-kasemetsas-linnurahu-eiramine-annab-monituhat-eurot-kasumit?id=90178571
263,3,5,3.04,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/twitter-lisas-donald-trumpi-sautsu-juurde-esimest-korda-faktikontrolli-hoiatuse?id=89982849
86,1,3,4.65,0,Eesti Päevaleht,https://epl.delfi.ee/uudised/pensionisambast-ajutiselt-lahkumine-toob-arvele-1020-eurot-kuus?id=91261965
3410,122,61,5.37,87,Telegram,https://www.telegram.ee/eesti/ekre-noortekogu-taunib-uut-maailmakorda
203,0,7,3.45,10,Uued Uudised,https://uueduudised.ee/uudis/eesti/jaak-madison-osaleb-ajaloolises-telesarjas/
1095,11,12,2.1,40,Telegram,https://www.telegram.ee/maailm/kuidas-uks-taimetoidupaev-nadalas-voib-muuta-maailma
310,14,7,6.77,12,Delfi,https://www.delfi.ee/news/paevauudised/uutdelfis/ekspress-meedias-asub-toole-kommentaariumi-toimetaja?id=90947829
822,2,15,2.07,10,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafikud-oopaevaga-suri-koroonaviiruse-jarel-viis-inimest-haigus-leiti-376-isikul?id=91808115
791,7,36,5.44,23,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafikud-jaaniohtu-onnetuste-statistika-soojad-ilmad-alkohol-ja-pidu-on-ohtlik-kokteil?id=90251905
196,3,3,3.06,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/valgevene-voimude-otsus-riigis-ei-ole-enam-ainumatki-seaduslikult-tootavat-valisajakirjanikku?id=91247797
296,13,2,5.07,10,Telegram,https://www.telegram.ee/eesti/mis-rolli-mangib-leedu-tuumajaama-fiaskos-rothschildide-noustamisfirma
43,0,0,0.0,0,Telegram,https://www.telegram.ee/nwo/vaata-pidevalt-veebist-kustutatud-plandemic-nuud-eestikeelsete-subtiitritega
21,0,0,0.0,1,Telegram,https://www.telegram.ee/nwo/hando-tonumaa-donald-trumpi-pettus
140,2,4,4.29,3,Uued Uudised,https://uueduudised.ee/arvamus/repliik/eesti-ekspressi-peatoimetaja-tunnistas-end-lolliks-tuli-valja-et-minusugused-jaurasid-asjata/
27,0,2,7.41,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-tallinnas-telliskivi-tanaval-poles-uhe-korteri-lagi?id=91617591
689,43,21,9.29,24,Telegram,https://www.telegram.ee/arvamus/arvo-soomets-kuidas-minust-sai-anti-vaxxer
352,4,8,3.41,10,Uued Uudised,https://uueduudised.ee/uudis/maxima-nouab-tootjatelt-trahve-toidutootjate-toetusruhm-peab-seda-lubamatuks/
194,0,10,5.15,13,Telegram,https://www.telegram.ee/maailm/jaapanis-voeti-vastu-demokraatiat-ohustav-riigisaladuse-seadus
251,0,3,1.2,6,Delfi,https://www.delfi.ee/news/paevauudised/eesti/ida-tallinna-keskhaigla-kehtestab-patsientide-kulastuskeelu?id=90994921
223,3,13,7.17,1,Uued Uudised,https://uueduudised.ee/uudis/maailm/vasakaarmuslased-soovivad-pandeemia-varjus-maailmarevolutsiooni-korraldada/
59,1,1,3.39,1,Telegram,https://www.telegram.ee/nwo/ajatu-kas-440-hertsine-helisagedus-on-vandenou-inimteadvuse-harmoonia-vastu
136,1,7,5.88,0,Delfi,https://www.delfi.ee/news/paevauudised/liiklus/video-toimunust-keset-maanteed-veokijuhi-tahelepanu-otsinud-liiklusteadmatu-kaubikujuht-kaotas-juhtimisoiguse?id=91285279
69,0,1,1.45,3,Telegram,https://www.telegram.ee/teadus-ja-tulevik/seitse-traagilist-teaduskatset
337,4,11,4.45,8,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/soome-parlament-ei-toetanud-polissoomlaselt-vihaohutamise-parast-puutumatuse-votmist?id=90280393
83,0,2,2.41,1,Eesti Päevaleht,https://epl.delfi.ee/arvamus/urmas-paet-bideni-valimisega-on-turbulents-usa-ja-euroopa-julgeolekusuhetes-labi?id=91606315
925,7,27,3.68,41,Telegram,https://www.telegram.ee/arvamus/arvamus-tohuvapohu-eesti-meditsiinisusteemis
87,1,3,4.6,0,Telegram,https://www.telegram.ee/teadus-ja-tulevik/veel-kord-pcr-testidest-kas-neid-tulemusi-saab-kasutada-pohjapanevate-otsuste-tegemiseks
435,4,5,2.07,17,Telegram,https://www.telegram.ee/teadus-ja-tulevik/tulevikutehnoloogia-mitmeotstarbeline-holjuk-ratas-leiab-kasutust-soja-ja-paastetegevuses
753,5,21,3.45,39,Telegram,https://www.telegram.ee/maailm/riikide-head-suhted-hiinaga-ehk-tants-tiibeti-ja-dalai-laama-umber
127,0,2,1.57,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/venemaal-oli-uusi-koroonaviirusega-nakatunuid-teist-paeva-ule-10-000?id=89752323
311,4,1,1.61,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/riigikaitsekomisjoni-esimees-andres-metsoja-riigil-pole-sidevorkudest-tait-ulevaadet-need-tuleb-kaardistada-ja-integreerida-elektrivorguga?id=89769235
55,0,1,1.82,2,Uued Uudised,https://uueduudised.ee/uudis/eesti/ekre-algatab-seadusemuudatuse-mis-on-otseselt-seotud-e-valimistega/
297,7,14,7.07,15,Uued Uudised,https://uueduudised.ee/uudis/eesti/urmas-paet-pillub-el-i-rolli-kohta-sojaliste-konfliktide-lahendamisel-naiivseid-ja-tuhje-sonu/
112,0,1,0.89,2,Eesti Päevaleht,https://epl.delfi.ee/uudised/toojoukriisi-jarelmoju-ekre-korvetas-napud-valitsusel-saba-jalge-vahel?id=90373213
429,18,1,4.43,11,Telegram,https://www.telegram.ee/maavaline/kosmoseuurija-toenaolisem-on-leida-maavalist-tehisintellekti-kui-bioloogilist-elu
478,4,20,5.02,5,Telegram,https://www.telegram.ee/maailm/julgeolekujoudude-vagivald-meeleavaldusel-kiievis-president-ei-vota-vastutust
76,0,1,1.32,3,Eesti Päevaleht,https://epl.delfi.ee/uudised/tuntud-onkoloog-laheb-erasektorisse-haigetele-elupaevi-juurde-voitma?id=90416897
538,9,4,2.42,9,Telegram,https://www.telegram.ee/eesti/kui-pikad-on-eesti-laste-toopaevad
848,0,14,1.65,9,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafik-oopaevaga-kinnitati-veel-191-koroonajuhtu-suri-kolm-inimest?id=91832457
279,6,4,3.58,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/johnson-suurbritannia-on-valmis-lahkuma-kaubanduskonelustelt-leppeta/
9,0,0,0.0,1,Delfi,https://www.delfi.ee/news/paevauudised/teetood/kiirtest-viis-teetoode-liiki-kas-tunned-ara-mis-on-mis?id=90295293
236,4,6,4.24,8,Delfi,https://www.delfi.ee/news/paevauudised/eesti/isamaa-parempoolsed-ei-toeta-abielureferendumi-korraldamist?id=91637799
387,2,11,3.36,8,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/berliinis-eesti-numbritega-maasturiga-rahva-hulka-soitnud-kosovolane-oli-ilmselt-armuvalu-tottu-oo-labi-joonud?id=90560707
334,1,12,3.89,9,Telegram,https://www.telegram.ee/maailm/jaapanlased-teatavad-sotsiaalmeedias-massiliselt-ninaverejooksudest
432,19,9,6.48,8,Uued Uudised,https://uueduudised.ee/arvamus/repliik/ei-sentigi-raha-ega-minutitki-aega-kultuurimarksismile/
180,5,0,2.78,11,Delfi,https://www.delfi.ee/news/paevauudised/eesti/maaeluminister-voortooliste-asemel-voiks-sugisel-nadala-kapsaid-kartuleid-korjata-opilased?id=89693809
52,0,0,0.0,0,Telegram,https://www.telegram.ee/maailm/unustatud-ajalugu-inimloomaaiad-euroopas-usa-s-ja-mujal
128,0,7,5.47,6,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-luunja-elumaja-tulekahjus-hukkus-uks-inimene?id=91196229
1651,56,50,6.42,59,Delfi,https://www.delfi.ee/news/paevauudised/eesti/erisaade-kristen-michal-vihjame-ratasele-mesilastantsuga-et-vaja-on-pikemat-majandusplaani-tahtis-on-teaduse-rahastus-andmed-ja-helsingi-tunnel?id=89846237
326,8,6,4.29,15,Delfi,https://www.delfi.ee/news/paevauudised/eesti/haigekassa-kuresaare-haigla-audit-paadis-sisukate-jareldusteta?id=91202365
223,14,0,6.28,12,Telegram,https://www.telegram.ee/eesti/ministeerium-toetab-teeme-ara-kampaania-tutvustamist-maailmas
385,2,11,3.38,5,Uued Uudised,https://uueduudised.ee/uudis/maailm/kohtuasi-enne-kui-otsustame-tselluloositehase-ule-mis-toimub-pohjanaabri-kaevandustes/
416,0,4,0.96,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafik-oopaevaga-lisandus-26-koroonapositiivset-testi-haigestunud-on-ulemiste-city-nomme-kalju-ja-saunapeo-kolletest?id=90933655
121,3,4,5.79,5,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/fotod-prantsusmaa-protesteerijad-valasid-tervishoiuministeeriumi-fassaadi-ule-punase-varviga?id=90235079
226,0,9,3.98,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/paev-liikluses-viga-sai-viis-inimest?id=89845179
184,1,10,5.98,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/kuperjanovi-jalavaepataljoni-kevadoppusel-onnetuse-pohjustanud-kaitsevaelane-jatkab-tood-endisel-ametikohal?id=89905825
307,10,12,7.17,12,Uued Uudised,https://uueduudised.ee/arvamus/repliik/vale-on-vaba-ajakirjanikud-arvavad-end-teadvat-mis-on-otsustatud/
422,0,10,2.37,8,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/briti-venemaa-raport-venemaa-peab-uhendkuningriiki-uheks-pohisihtmargiks?id=90505415
299,4,9,4.35,6,Uued Uudised,https://uueduudised.ee/uudis/maailm/usa-valimispettustest-arvutisusteemivead-tootasid-demokraatide-kasuks/
117,0,2,1.71,1,Telegram,https://www.telegram.ee/maailm/afganistani-oopiumitoodang-tousis-seninagematule-tasemele
94,4,3,7.45,0,Eesti Päevaleht,https://epl.delfi.ee/uudised/endine-usa-suursaadik-eestis-kui-meeleavaldajatel-oleksid-automaadid-oleks-kaes-hoopis-teise-tasemega-tragoodia?id=90054237
385,9,3,3.12,15,Delfi,https://www.delfi.ee/news/paevauudised/eesti/juri-ratas-mart-ja-martin-helme-peavad-lopetama-koheselt-eesti-ja-usa-suhete-oonestamise?id=91609461
108,4,9,12.04,3,Eesti Päevaleht,https://epl.delfi.ee/uudised/magi-rohtmets-aivar-mae-ohvritel-tasub-kaaluda-ka-estonia-vastu-kohtusse-poordumist?id=91442646
133,1,2,2.26,8,Delfi,https://www.delfi.ee/news/paevauudised/eesti/vorus-roolijoodikuid-puudnud-politseinikest-said-hoopis-sunnitama-suunduva-naise-parimad-abilised?id=91038503
53,0,0,0.0,1,Telegram,https://www.telegram.ee/teadus-ja-tulevik/kas-satelliidid-on-olemas-telegram-kais-kuu-peal-osa-3-3
209,5,2,3.35,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/isamaa-saab-tartu-volikogusse-fraktsiooni-ja-kaks-uut-liiget?id=91581445
555,1,21,3.96,36,Telegram,https://www.telegram.ee/maailm/mineviku-vari-ravimifirma-bayer-levitas-hiv-i
205,5,4,4.39,3,Telegram,https://www.telegram.ee/eesti/eesti-elanikud-ei-taha-elundidoonoriks-hakata
416,3,4,1.68,4,Telegram,https://www.telegram.ee/eesti/telegrami-podcast-kanepirevolutsioon-on-ainult-aja-kusimus-kulas-martti-randma
402,8,12,4.98,15,Delfi,https://www.delfi.ee/news/paevauudised/eesti/president-pakkus-et-rmk-metsamajades-peaks-alkoholi-ara-keelama-rmk-keelamist-ei-toeta?id=89966331
1226,14,29,3.51,35,Telegram,https://www.telegram.ee/teadus-ja-tulevik/termodunaamika-miks-tehnoloogia-ei-paasta-meid
320,4,18,6.88,16,Telegram,https://www.telegram.ee/arvamus/repliik-eesti-probleem-ei-ole-mitte-sonavabaduse-puudumine-vaid-uleolev-ajakirjandus
105,0,2,1.9,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-vahiga-voidelnud-ajakirjanik-mart-ummelas-saadeti-viimasele-teele?id=90793461
389,8,2,2.57,7,Uued Uudised,https://uueduudised.ee/uudis/eesti/isamaa-haaletas-finantsinspektsiooni-noukogu-liikme-kohalt-maha-mehe-keda-kardavad-skandinaavia-rahapesupangad/
30,0,1,3.33,2,Eesti Päevaleht,https://epl.delfi.ee/valismaa/veenuse-musteerium-kas-varske-leid-vihjab-elu-olemasolule?id=91070467
157,3,4,4.46,4,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-politsei-otsib-parnumaal-kadunud-33-aastast-liisi?id=90247003
194,0,6,3.09,6,Telegram,https://www.telegram.ee/maailm/pohja-korea-ja-hiina-protestivad-jaapani-relvastumise-vastu
401,5,7,2.99,13,Uued Uudised,https://uueduudised.ee/uudis/eesti/mis-on-uhist-priit-pulleritsu-roheluse-testil-ja-keit-pentus-rosimannuse-kliimakava-kriitikal/
120,0,0,0.0,0,Uued Uudised,https://uueduudised.ee/uudis/eesti/sinine-aratus-korraldab-torvikurongkaigu-eel-rahvusvahelise-rahvuslikult-motlejate-konverentsi/
184,0,4,2.17,0,Telegram,https://www.telegram.ee/teadus-ja-tulevik/ookeanis-olev-elavhobe-tapab-polaarrebaseid
194,1,10,5.67,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/tuntud-usa-senaator-liberaale-uhendavast-antifa-liikumisest-on-saanud-vihane-ja-sallimatu-terroristlik-organisatsioon-mis-tuleks-keelustada/
744,4,10,1.88,17,Telegram,https://www.telegram.ee/maailm/911-toeliikumine-laheb-inglismaal-bbc-vastu-kohtusse
589,4,21,4.24,23,Uued Uudised,https://uueduudised.ee/uudis/maailm/el-laks-ungari-kusimuses-lohki-ida-euroopa-ei-toeta-laane-poole-hoiakuid/
517,3,4,1.35,27,Telegram,https://www.telegram.ee/teadus-ja-tulevik/tulevikuvisioon-biooniline-laats-mis-annab-eluks-ajaks-ideaalse-nagemise
505,11,4,2.97,18,Telegram,https://www.telegram.ee/eesti/ilmus-telegrami-paberajakirja-kevadnumber
85,0,1,1.18,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/paev-liikluses-viga-said-ratturid-ja-jalakaija?id=89888607
362,11,17,7.73,12,Uued Uudised,https://uueduudised.ee/uudis/maailm/ajakirjanik-macron-pogeneb-oma-probleemide-juurest-poolasse-et-otsida-siin-oigusriigi-puudumist/
512,8,12,3.91,22,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/valgevene-valisministeerium-ahvardas-el-i-suhete-katkestamise-ja-ajaloo-kattemaksuga?id=91237955
174,0,1,0.57,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/terviseamet-oopaevaga-lisandus-6-positiivset-koroonaproovi?id=90688105
43,1,2,6.98,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/ukrainlasi-kaotavate-pollumeeste-advokaat-politsei-voib-otsuseid-teha-absoluutselt-pohjendamatult?id=90728171
205,4,5,4.39,1,Uued Uudised,https://uueduudised.ee/uudis/eesti/taavi-roivas-kukkus-bolti-kaitsma-mis-huvid-reformierakonnal-sellega-on/
44,0,1,2.27,2,Delfi,https://www.delfi.ee/news/paevauudised/liiklus/fotod-pohja-tallinnas-jai-mees-trammi-alla?id=91175869
815,19,15,4.17,29,Telegram,https://www.telegram.ee/teadus-ja-tulevik/asjad-mille-parast-naised-liiga-sageli-vabandavad
301,12,3,4.98,6,Uued Uudised,https://uueduudised.ee/arvamus/repliik/multikulti-ihalejad-on-ennast-vabatahtlikult-orjaks-muunud-vaba-rahvas-teab-oma-juuri-ja-austab-neid/
71,0,2,2.82,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/kusitlus-venemaa-konstitutsiooni-muutmist-on-seni-toetanud-76-valijatest?id=90301353
371,7,12,5.12,15,Uued Uudised,https://uueduudised.ee/uudis/eesti/valitsus-pikendas-eriolukorda-17-maini/
258,3,3,2.33,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-keskerakonna-kongressi-vaisas-ka-skandaalne-suurannetaja-kelle-annetuse-paritolu-on-uurimise-all?id=90810849
663,9,19,4.22,16,Telegram,https://www.telegram.ee/arvamus/karjamoisa-juhtum-ehk-lisatud-fotod-voivad-olla-hairivad
461,4,25,6.29,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/der-spiegel-hiina-palus-who-l-maailma-hoiatamisega-viivitada?id=89828893
201,4,7,5.47,5,Uued Uudised,https://uueduudised.ee/arvamus/repliik/vilja-kiisleri-jarjekordne-viharunnak-ta-soimas-peapiiskoppi-kiriku-ekrestumises/
302,2,4,1.99,1,Telegram,https://www.telegram.ee/eesti/eestis-muudi-ligi-8000-kantserogeenset-lati-sprotikonservi
248,0,19,7.66,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/usa-protestide-peamiseks-valjendusviisiks-on-jatkuvalt-vagivald/
433,1,18,4.39,9,Uued Uudised,https://uueduudised.ee/uudis/maailm/itaalias-peeti-kinni-politsei-paati-ramminud-sea-watchi-piraatlik-kapten/
145,3,1,2.76,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/venemaa-konstitutsiooniparanduste-elektroonilist-kaughaaletust-tabasid-kohe-torked-mida-selgitati-ulekoormusega?id=90271049
1194,23,44,5.61,62,Uued Uudised,https://uueduudised.ee/arvamus/juri-toomepuu-eesti-riigikaitse-head-ja-vead/
172,1,8,5.23,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/tsetseenia-juht-kadorov-noudis-kaitsevahendite-puuduse-ule-kurtnud-meedikute-vallandamist?id=89890625
177,1,5,3.39,5,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/guatemalas-tungiti-protestide-kaigus-kongressi-ja-pandi-sellele-ka-tuli-otsa?id=91743025
293,1,2,1.02,16,Telegram,https://www.telegram.ee/maailm/atlanta-muudab-3-hektarit-kasutamata-maad-usa-suurimaks-tasuta-toidu-metsaks
252,6,4,3.97,6,Uued Uudised,https://uueduudised.ee/arvamus/repliik/minister-mart-jarviku-kohta-kaiv-raport-on-kiidulaul-burokraatiale/
171,8,6,8.19,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/juri-ratas-on-esimesi-marke-et-oleme-saamas-koroonapuhangut-kontrolli-alla?id=91342083
554,7,9,2.89,16,Uued Uudised,https://uueduudised.ee/arvamus/andres-raid-hea-kusimus-kes-ei-taha-saada-kunstiinimeseks/
1530,22,34,3.66,63,Telegram,https://www.telegram.ee/arvamus/mida-on-meil-anarhismi-klassikutelt-oppida
92,1,2,3.26,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/venemaal-nakatus-oopaevaga-taas-rekordarv-inimesi-ja-nakatumiste-uldarvult-tousti-maailmas-kolmandaks?id=89824253
223,9,7,7.17,4,Delfi,https://www.delfi.ee/news/paevauudised/eesti/kaitsevagi-piirab-koroonaviiruse-tottu-ajateenijate-valjaloale-lubamist?id=91649189
405,2,10,2.96,7,Uued Uudised,https://uueduudised.ee/arvamus/infooperatsioonide-anatoomia-maasikahooaeg-on-labi-kas-maailm-jai-seisma-aga-kuhu-kadus-listeeria/
244,0,0,0.0,9,Telegram,https://www.telegram.ee/eesti/huvitava-kooli-noukoda-kutsub-ules-huvitavatest-algatustest-teada-andma
222,1,1,0.9,4,Telegram,https://www.telegram.ee/maailm/uudiseid-rootsist-politseinik-nouab-facebookis-palka-juurde
17,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafik-koroonaviirus-maakonniti-ida-viru-ja-harju-kerkivad-ahvardava-hooga?id=91740257
820,8,18,3.17,10,Delfi,https://www.delfi.ee/news/paevauudised/rooliseiloe/karmid-naited-eesti-autojuhtidest-rooli-taga-filmivaatamine-prae-soomine-pallimang?id=90278297
97,0,1,1.03,9,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-loomakaitsjad-paastsid-karusloomafarmist-105-tsintsiljat?id=91814837
286,2,9,3.85,10,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/itaalia-peaminister-conte-teatas-uuest-piirangute-leevendamisest?id=89682665
1274,48,25,5.73,55,Uued Uudised,https://uueduudised.ee/arvamus/tanases-punastega-mehitatud-koolisusteemis-on-puhmaskulmulist-breznevit-isegi-rohkem-kui-tema-eluajal/
283,1,16,6.01,4,Uued Uudised,https://uueduudised.ee/uudis/maailm/prantsusmaal-algas-kohtuprotsess-2015-aasta-rongirundaja-ule/
1350,47,40,6.44,32,Uued Uudised,https://uueduudised.ee/arvamus/helle-moonika-helme-meediavagivallas-on-koik-needsamad-elemendid-mida-me-naeme-erinevates-uhiskondlikult-hukkamoistetud-vagivallavormides/
89,1,3,4.49,2,Telegram,https://www.telegram.ee/maailm/postimees-itaalias-roomlasi-enam-tuhi-lubadus-ei-peibuta
158,0,0,0.0,0,Telegram,https://www.telegram.ee/eesti/tudengid-tegid-tartu-ulikooli-oppeinfosusteemi-nutikaks
274,2,18,7.3,8,Delfi,https://www.delfi.ee/news/paevauudised/eesti/gripi-tottu-hospitaliseeritud-inimeste-arv-on-kolme-viimase-hooaja-madalaim-surnud-on-12-inimest?id=89736149
32,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/otsepilt-ja-otseblogi-juri-ratas-kui-kooseluseaduse-debatt-ule-vindi-keerata-voib-see-tuua-kaasa-kurbi-tagajargi-tanavatel?id=91417709
283,2,2,1.41,13,Telegram,https://www.telegram.ee/maailm/pakistani-voimud-hoiatasid-massiteabevahendeid-seoses-sobrapaevaga
1208,12,33,3.73,30,Telegram,https://www.telegram.ee/maailm/saksa-dokfilm-who-lobistide-haardes-salajane-niiditombaja-on-bill-gates
255,7,3,3.92,5,Delfi,https://www.delfi.ee/news/paevauudised/usavalimised2020/ajaleht-trump-maksis-2016-ja-2017-aastal-vaid-750-dollarit-tulumaksu?id=91173339
1114,6,12,1.62,33,Telegram,https://www.telegram.ee/teadus-ja-tulevik/kas-oled-kuulnud-postmaterialistliku-teaduse-manifestist-siin-see-on
304,4,4,2.63,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/usa-president-donald-trump-soovib-riiki-tulevate-pogenike-arvu-piirata-16-senaatorit-aga-utsitavad-koiki-vastu-votma/
369,0,6,1.63,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/covid-19-ga-nakatunute-arv-uletas-10-miljoni-piiri?id=90294549
1092,33,61,8.61,20,Uued Uudised,https://uueduudised.ee/arvamus/kivisildnik-meil-on-veel-lootust-inimkond-voitis-gripi/
210,2,10,5.71,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/peterburis-uletab-haiglavalisesse-kopsupoletikku-haigestumine-keskmist-ule-viie-korra?id=89850809
191,1,2,1.57,10,Uued Uudised,https://uueduudised.ee/arvamus/repliik/kas-sotsid-on-muutumas-normaalse-pere-vihkajate-parteiks/
521,8,22,5.76,6,Uued Uudised,https://uueduudised.ee/arvamus/poliitkorrektsus-on-inimsusvastane-kuritegu-sest-ta-takistab-reaalsusi-nagemast/
491,6,7,2.65,12,Uued Uudised,https://uueduudised.ee/arvamus/priit-tali-mustadest-rusikatest-moeldes/
