sõnu uudises,esimene isik,negatiivsus,kordaja,positiivsus,väljaanne,link
190,0,3,1.58,2,Uued Uudised,https://uueduudised.ee/uudis/eesti/must-lauljatar-macy-gray-saadab-koik-rassistid-eestisse-ja-palub-enne-minekut-oma-p-t-suudelda/
459,3,14,3.7,18,Uued Uudised,https://uueduudised.ee/arvamus/usa-valimised-olid-naide-liberaalide-manipuleerimisest-inimeste-emotsioonidega/
93,1,0,1.08,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/rahvusooper-estonia-taotleb-oma-kulalistele-isolatsiooninoudes-erandit?id=91016613
229,3,11,6.11,5,Telegram,https://www.telegram.ee/maailm/usa-vahetab-afganistanis-uhe-armee-teise-vastu
281,4,4,2.85,9,Uued Uudised,https://uueduudised.ee/uudis/maailm/itaalia-siseminister-matteo-salvini-meie-tootame-inimkaubanduse-purustamise-nimel/
687,13,26,5.68,23,Delfi,https://www.delfi.ee/news/paevauudised/eesti/videod-reinsalu-noomis-uro-kohtumisel-venemaa-jatkuvat-agressiooni-venemaa-esindaja-uletas-konelimiidi-neljakordselt-et-selgitada-oma-arusaama-ajaloos?id=89811175
338,0,8,2.37,13,Telegram,https://www.telegram.ee/maailm/ulemkohus-karusloomafarmide-keeld-ei-ole-vastuolus-euroopa-inimoiguste-konventsiooniga
863,23,21,5.1,23,Uued Uudised,https://uueduudised.ee/arvamus/paul-oja-konkurentsitust-muhaklusest-etv-esimeses-stuudios/
105,0,1,0.95,1,Delfi,https://www.delfi.ee/news/paevauudised/liiklus/teeremont-ja-velotuur-toovad-maanteedele-liikluspiirangud?id=90719385
652,5,14,2.91,19,Delfi,https://www.delfi.ee/news/paevauudised/eesti/erikomisjonide-raport-reinsalu-poleks-freehga-lepingut-solminud-helme-valetas-et-labi-viidi-pohjalik-taustakontroll?id=90990513
316,2,13,4.75,3,Uued Uudised,https://uueduudised.ee/uudis/eesti/tode-touseb-vale-vaob-valet-levitanud-pealtnagija-vabandab-m-v-wooli-asjus-kuid-kas-ka-mart-jarviku-ees/
2875,50,33,2.89,29,Telegram,https://www.telegram.ee/maavaline/ainult-telegramis-katkendeid-david-icke%c2%b4i-uuest-raamatust-tajude-petmine
1093,15,34,4.48,31,Uued Uudised,https://uueduudised.ee/arvamus/jaak-valge-aus-referendum-pole-capulettide-ja-montecchide-vastasseis/
45,2,1,6.67,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/president-kersti-kaljulaid-on-eneseisolatsioonis?id=91626089
553,6,9,2.71,16,Uued Uudised,https://uueduudised.ee/uudis/eesti/ettevotja-viktor-siilats-9-aasta-eest-kumme-aastat-ametis-olnud-kantsler-ei-ole-sugugi-mitte-nii-kerge-saak-et-seda-palja-kaega-votta/
288,2,9,3.82,6,Uued Uudised,https://uueduudised.ee/arvamus/repliik/kes-aitaks-vilja-kiisler-vajab-kiiret-viharavi/
192,0,2,1.04,6,Telegram,https://www.telegram.ee/nwo/nsa-kaardistab-ameeriklaste-sidemeid-ja-seltsielu
206,4,5,4.37,2,Uued Uudised,https://uueduudised.ee/arvamus/repliik/malviuse-leil-laks-kulmale-kerisele/
322,3,6,2.8,15,Telegram,https://www.telegram.ee/maailm/plastipank-uus-idee-plastrampsuga-tegelemiseks
286,1,15,5.59,5,Uued Uudised,https://uueduudised.ee/uudis/maailm/eriolukord-wisconsinis-meeleavaldajad-poletavad-ameerikat-maha/
113,4,7,9.73,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/usa-valisminister-bolton-on-reetur-ja-valetaja?id=90220549
218,1,3,1.83,4,Telegram,https://www.telegram.ee/eesti/riik-teeb-ettepaneku-tosta-opetajate-miinimumpalk-800-euroni
89,1,1,2.25,0,Telegram,https://www.telegram.ee/teadus-ja-tulevik/video-muuseum-demonstreeris-tesla-trafot
420,0,8,1.9,15,Telegram,https://www.telegram.ee/teadus-ja-tulevik/tesla-lendav-taldrik-on-teadlaste-huviorbiidis-ka-tanapaeval
119,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/venemaal-lisandus-oopaevaga-ligi-rekordarv-uusi-koroonanakatumisi?id=91809075
146,8,0,5.48,1,Eesti Päevaleht,https://epl.delfi.ee/uudised/volanoustajad-probleemiks-on-laenuandjad-kelle-pohieesmark-on-oma-inkassofirmat-nuumata?id=90542389
846,2,35,4.37,26,Telegram,https://www.telegram.ee/eesti/50329
817,1,31,3.92,30,Telegram,https://www.telegram.ee/maailm/alternatiivravi-arstide-hukkumine-usa-s-kurb-kokkusattumus-voi-vandenou
325,0,1,0.31,9,Telegram,https://www.telegram.ee/eesti/otsemuuk-kogub-populaarsust
94,0,5,5.32,1,Eesti Päevaleht,https://epl.delfi.ee/must_raha/fincen-files-kuidas-usa-pangad-transferwisei-kahtlustasid?id=91101005
306,1,5,1.96,3,Telegram,https://www.telegram.ee/eesti/kodanikuuhendus-taotleb-rmk-lt-lageraiete-tuhistamist-kaitsealadel
668,7,13,2.99,19,Uued Uudised,https://uueduudised.ee/uudis/maailm/laane-ulikoolid-loovutavad-mitmekesisuse-nimel-moistuse-cambridgei-naite-varal/
360,2,9,3.06,8,Telegram,https://www.telegram.ee/eesti/estonia-katastroofi-vastamata-kusimused
236,5,3,3.39,5,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/leedu-valisminister-valgevene-voimud-ei-takistanud-tsihhanovskaja-lahkumist-ja-isegi-loid-selleks-voimalusi?id=90702191
48,0,0,0.0,0,Telegram,https://www.telegram.ee/nwo/bilderbergil-toimuvat-saab-jalgida-otseulekandena
181,2,6,4.42,8,Uued Uudised,https://uueduudised.ee/arvamus/repliik/urmas-paetile-vilja-kiislerile-ja-teistele-nendesugustele-peamine-inimoigus-on-oigus-elule/
927,30,17,5.07,27,Uued Uudised,https://uueduudised.ee/arvamus/kivisildnik-spermaputs-pohiseaduslikus-paevalehes-ehk-vaikivate-ajakirjanike-ajastu/
194,3,12,7.73,2,Telegram,https://www.telegram.ee/maailm/mees-lasti-maha-kahe-sona-parast
743,12,14,3.5,15,Uued Uudised,https://uueduudised.ee/uudis/maailm/saksamaa-ime-varjus-on-toimunud-pidev-ja-katastroofiline-majanduse-vundamendi-lagunemine/
482,2,12,2.9,15,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/soome-suurim-paevaleht-helsingin-sanomat-ekre-kurss-viib-eesti-kummalisse-seltskonda-ja-poliitilisse-suluseisu?id=91662867
619,23,20,6.95,18,Uued Uudised,https://uueduudised.ee/uudis/maailm/ungari-valisminister-peter-szijjarto-me-ei-ole-mitte-osa-probleemist-vaid-osa-lahendusest/
216,12,0,5.56,6,Uued Uudised,https://uueduudised.ee/arvamus/repliik/laskem-ulitargad-ajakirjanikud-riiki-juhtima-ja-peagi-elame-ideaalmaailmas/
397,8,10,4.53,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafik-terviseamet-oopaevaga-lisandus-14-positiivset-testi-neist-9-harjumaal?id=89947969
645,8,17,3.88,10,Telegram,https://www.telegram.ee/eesti/kodanikuuhendused-rmk-tegevus-kasvatab-kuuse-kooreuraski-populatsiooni-metsades
309,1,17,5.83,9,Telegram,https://www.telegram.ee/maailm/vandekohtunik-osa-vandekohtust-soovis-zimmermani-suudi-moista
610,6,23,4.75,21,Telegram,https://www.telegram.ee/maailm/kas-usa-s-havitatakse-veekogudes-elu-et-toota-biokutust
693,16,14,4.33,36,Telegram,https://www.telegram.ee/maailm/uued-algused-kreekas-okokogukondadest-ja-uhiskondlikest-algatustest
509,3,24,5.3,8,Telegram,https://www.telegram.ee/maailm/uro-inspektorid-uurivad-suuria-keemiarunnakut
287,0,17,5.92,7,Telegram,https://www.telegram.ee/nwo/washingtoni-tulistajat-raviti-vaga-turvalise-antidepressandiga
280,11,9,7.14,12,Uued Uudised,https://uueduudised.ee/varia/pole-just-koige-teravam-pliiats-kristina-kallas-kurdab-et-vanasti-oli-eestis-parem-elu-ja-samas-nuriseb-et-valitsejad-tahavad-elada-minevikus/
111,1,1,1.8,0,Telegram,https://www.telegram.ee/maailm/kui-erinev-on-oigupoolest-pressivabadus-hiinas-ja-usa-s
385,19,9,7.27,6,Delfi,https://www.delfi.ee/news/paevauudised/eesti/siim-kallas-isamaa-kapiknukluse-suudistusest-voib-olla-nupumees-liialdas-voib-olla-ei-liialdanud-ka?id=90095787
416,6,14,4.81,20,Uued Uudised,https://uueduudised.ee/uudis/maailm/helsingi-sisserandetaustaga-noortekambad-tahendavad-granaadikultuuri-peatset-rootsist-soome-joudmist/
260,2,5,2.69,10,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafik-oopaevaga-lisandus-seitse-positiivset-koroonatesti-suri-uks-inimene?id=89631063
164,0,4,2.44,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/latis-lisandus-oopaevaga-442-uut-koroonapositiivset-ja-leedus-1935-leedus-suri-24-inimest?id=91707259
157,0,1,0.64,1,Uued Uudised,https://uueduudised.ee/uudis/eesti/kuidas-err-valispoliitilisi-uudiseid-solgib/
194,0,2,1.03,6,Uued Uudised,https://uueduudised.ee/uudis/eesti/sotsist-saaremaa-eksvallavanem-maandus-kappadele-ta-on-nuud-sotsiaalministeeriumi-projektijuht/
217,3,7,4.61,5,Uued Uudised,https://uueduudised.ee/uudis/maailm/rassismivastase-voitlusega-kaasa-lainud-f-1-sarjas-on-esile-kerkinud-massajad-kes-polvili-ei-lange/
126,0,6,4.76,0,Uued Uudised,https://uueduudised.ee/uudis/maailm/europol-tabas-10-000-migrandi-smugeldamises-kahtlustatava-vorgustiku/
562,11,11,3.91,8,Delfi,https://www.delfi.ee/news/paevauudised/eesti/kuressaare-haigla-juhatuse-liige-rahvusringhaalingu-ja-terviseameti-tandem-uritab-taas-vihma-ja-pori-valja-manada?id=90294089
2702,88,49,5.07,56,Delfi,https://www.delfi.ee/news/paevauudised/eesti/vilja-kusib-tanel-kiik-eesti-inimesed-on-sallivad-ja-moistvad-ning-saavad-aru-et-koik-sunnivad-siia-ilma-vordsena?id=91689085
391,2,3,1.28,8,Telegram,https://www.telegram.ee/teadus-ja-tulevik/kultuuriline-labikaimine-oli-kesk-ameerikas-arvatust-tihedam
2252,46,57,4.57,68,Uued Uudised,https://uueduudised.ee/uudis/martin-helme-lisaeelarve-eesmark-on-turgutada-ettevotlust-ja-tooturgu/
2065,68,26,4.55,63,Uued Uudised,https://uueduudised.ee/arvamus/viisakusest-ja-kirjaoskusest-ametnike-ja-meedia-naitel/
154,1,4,3.25,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/video-norra-luksuslaeval-nakatus-koroonaviirusega-vahemalt-40-inimest?id=90626205
353,5,5,2.83,11,Telegram,https://www.telegram.ee/teadus-ja-tulevik/usa-ulemkohus-otsustas-et-inimese-geene-ei-saa-patendeerida
117,1,3,3.42,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/lati-ministrid-ei-nae-usbekistani-voortooliste-koroonaviirusega-nakatumisest-hoolimata-pohjust-uuteks-piiranguteks?id=90560099
82,0,0,0.0,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/leedu-president-loobus-tanaseks-kuressaarde-plaanitud-kohtumisest-kersti-kaljulaidiga?id=90264753
936,17,25,4.49,38,Uued Uudised,https://uueduudised.ee/arvamus/paul-puustusmaa-rahval-on-oigus-kujundada-meie-riigi-alusvaartusi/
118,1,6,5.93,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/berliini-haigla-navalnoilt-voetud-proovid-naitasid-murgitamise-marke?id=90829389
347,8,8,4.61,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tartu-ulikooli-seireuuring-naitab-jatkuvalt-koroonaviiruse-madalat-levimust?id=89835033
267,5,16,7.87,2,Telegram,https://www.telegram.ee/maailm/inimesed-kes-surid-kanepi-uledoosi-tottu
186,1,1,1.08,4,Uued Uudised,https://uueduudised.ee/majandus/raul-siem-mooblitoostuses-aitab-toojoupuudust-leevendada-automatiseerimine/
43,0,1,2.33,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/perearstide-jaoks-napib-gripivaktsiini-tohtrid-ei-moista-kuidas-varud-juba-otsas?id=91330139
53,1,7,15.09,0,Telegram,https://www.telegram.ee/maailm/politseivagivald-usa-s-argitab-kogukonnajuhte-suunama-politsei-rahastust-umber-sotsiaalteenustesse
555,7,24,5.59,10,Uued Uudised,https://uueduudised.ee/uudis/maailm/eesti-naib-kartvat-vene-poola-ajalootulis-viimase-poolt-olla/
196,1,12,6.63,5,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/mortsukhai-tappis-austraalias-surfari?id=90098349
527,12,12,4.55,27,Telegram,https://www.telegram.ee/toit-ja-tervis/jurist-kui-madalale-laseb-eesti-pere-end-meditsiinisusteemil-materdada
289,6,8,4.84,10,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-urmas-kruuse-opositsiooni-ja-avalikkuse-surve-kandis-vilja?id=90368215
150,4,3,4.67,4,Uued Uudised,https://uueduudised.ee/uudis/maailm/breitbart-google-manipuleerib-inimeste-alateadvusega-et-vahendada-trumpi-populaarsust/
1549,32,27,3.81,35,Telegram,https://www.telegram.ee/eesti/arvamus-haabuv-fiendus-ehk-egoettevotlus-ootab-terviklahendust
688,10,18,4.07,16,Uued Uudised,https://uueduudised.ee/uudis/maailm/koomik-ricky-gervais-sokeeris-kuldgloobuste-galal-publikut-poliitiliselt-mittekorrektse-avakonega-delikaatsetel-teemadel/
2031,33,42,3.69,34,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-rahandusminister-martin-helme-umbusaldamine-kukkus-labi?id=91129245
251,22,1,9.16,7,Uued Uudised,https://uueduudised.ee/arvamus/repliik/kust-leiaks-integratsiooniprogrammi-mis-aitaks-poliseestlasel-uuseestilikus-pealinnas-toime-tulla/
1003,7,59,6.58,18,Uued Uudised,https://uueduudised.ee/uudis/maailm/sisserandetaustaga-organiseeritud-kuritegevus-votab-rootsi-uhiskonda-ule-salliv-riik-on-voimetu-olukorda-kontrollima/
100,1,0,1.0,4,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-kihelkonna-kiriku-tornimuna-toodi-maapinnale-kuuli-seest-tuli-valja-sonum-minevikust?id=91523221
591,15,16,5.25,11,Eesti Päevaleht,https://epl.delfi.ee/uudised/10-lugu-nadalavahetusel-lugemiseks-kuidas-eestist-tehakse-venemaal-natsiriiki-vestlus-pablo-escobari-pojaga-silvia-ilvese-keeruline-aeg?id=91804161
922,24,20,4.77,27,Uued Uudised,https://uueduudised.ee/uudis/maailm/jaak-madisoni-tegelik-kone-the-telegraphis-voimalus-liituda-el-iga-on-alati-olnud-seotud-voimalusega-sellest-liidust-ka-lahkuda/
223,1,3,1.79,10,Uued Uudised,https://uueduudised.ee/arvamus/repliik/trump-onnitles-president-kaljulaidi-kaudu-eestit-putin-eesti-kaudu-president-kaljulaidi/
117,1,1,1.71,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/lukasenka-kaskis-maidanidele-ohutava-valismeedia-valgevenest-valja-saata?id=90532527
392,0,21,5.36,5,Uued Uudised,https://uueduudised.ee/uudis/eesti/maailma-vaesemast-riigist-saabunud-tudeng-nouab-politseilt-eksituse-eest-100-000-eurot-sest-on-pidevalt-pinges-ja-masendunud/
349,6,1,2.01,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-miks-on-freeh-meeskonnal-ligipaas-riigisaladustele-peaminister-et-saada-voimalikult-palju-infot-mis-on-piiratud-tasemel?id=90662761
553,20,3,4.16,12,Uued Uudised,https://uueduudised.ee/uudis/eesti/tanasel-taassunnipaeval-kahjuks-loovutab-eesti-uha-enam-oma-iseotsustamisoigust/
1479,14,26,2.7,65,Uued Uudised,https://uueduudised.ee/arvamus/ainult-rahvuslus-saab-olla-uhendav-luli-ekre-muutmisel-massi-ja-peaministriparteiks/
369,9,0,2.44,28,Telegram,https://www.telegram.ee/eesti/vorumaal-avab-uksed-leiutajate-kulakool
196,3,7,5.1,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/vahemerelt-pogenikke-paastval-laeval-laks-rahutuks-meeskond-kardab-oma-turvalisuse-parast?id=90356893
41,0,0,0.0,3,Eesti Päevaleht,https://epl.delfi.ee/valismaa/aue-seadused-muutuvad-moodsamaks-alkohol-legaalseks-tutart-tappa-keelatud?id=91636401
100,0,4,4.0,4,Uued Uudised,https://uueduudised.ee/uudis/maailm/rootsi-professor-tunnistab-karjaiimuunsus-oli-viga/
33,0,0,0.0,0,Telegram,https://www.telegram.ee/nwo/david-icke-koroonaviirusest-2-osa-5g-naljamanguuhiskond-ja-kuidas-inimkond-vabaks-saab
87,1,4,5.75,5,Eesti Päevaleht,https://epl.delfi.ee/uudised/ulevaade-estonia-sarjast-rezissoor-juhib-vaatajat-kindla-kaega-mooda-talle-sobivaid-allikaid-ja-teooriaid?id=91176603
473,11,10,4.44,5,Uued Uudised,https://uueduudised.ee/uudis/eesti/koos-vorkpalliga-koroonaviiruse-saaremaale-toonud-peavad-selle-eest-vastutust-kandma/
326,6,5,3.37,6,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/usa-raporti-jargi-varjas-hiina-tahtlikult-koroonaviiruse-tosidust?id=89748943
297,5,3,2.69,11,Delfi,https://www.delfi.ee/news/paevauudised/eesti/siim-kiisler-uhenduse-parempoolsed-eesmark-on-isamaa-sisese-poliitelu-aktiveerimine?id=90533129
298,4,6,3.36,5,Telegram,https://www.telegram.ee/teadus-ja-tulevik/uus-teooria-toestab-et-musti-auke-ei-ole-olemas
107,1,5,5.61,4,Uued Uudised,https://uueduudised.ee/uudis/maailm/soomes-moisteti-last-vagistanud-somaallane-oigeks/
428,16,16,7.48,5,Uued Uudised,https://uueduudised.ee/uudis/eesti/enesepiitsutamine-kogub-hoogu-kas-toesti-on-tegu-kollektiivse-hullumeelsusega/
269,4,16,7.43,5,Uued Uudised,https://uueduudised.ee/uudis/maailm/paremaarmuslus-mida-kull-liberaalne-euroopa-teeks-kui-seda-poleks/
198,6,3,4.55,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/brittide-mure-keset-kriisi-idaeurooplastest-pollutoolisi-pole-piisavalt-tuleb-ise-kaed-mustaks-teha?id=89910621
970,17,10,2.78,19,Telegram,https://www.telegram.ee/nwo/facebook-jalgib-ka-meie-postitamata-jaanud-motteid
1103,39,24,5.71,57,Telegram,https://www.telegram.ee/arvamus/lugeja-kiri-toed-hukkamoist-ja-lollus
166,2,6,4.82,6,Telegram,https://www.telegram.ee/maailm/programm-annab-twitteri-abil-aimu-rahva-meelsusest
245,6,4,4.08,1,Uued Uudised,https://uueduudised.ee/arvamus/jaak-madison-juhan-ulfsakile-mis-siis-kui-noored-alustaks-uhe-naitleja-auto-umberlukkamisega/
847,18,17,4.13,27,Telegram,https://www.telegram.ee/arvamus/rohelised-uus-valitsus-ei-peaks-jatkama-eesti-lagedaks-raiumisega
456,4,7,2.41,17,Uued Uudised,https://uueduudised.ee/majandus/karl-olaf-raak-kuidas-makse-vahendades-maksutulud-hoopis-suurenevad/
424,1,10,2.59,4,Telegram,https://www.telegram.ee/maailm/glenn-becki-bostoni-pommide-taga-voib-olla-hoopis-araablane
305,2,1,0.98,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/kremli-teatel-ei-vasta-kuulujutud-putini-varjumisest-siberisse-voi-kuhugi-punkrisse-toele?id=89685789
506,7,9,3.16,11,Uued Uudised,https://uueduudised.ee/majandus/riikliku-monopolettevotte-eesti-energia-populaarsus-korgepalgalise-tooandjana-pole-hea-asi/
164,0,3,1.83,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/uro-julgeolekunoukokku-valiti-india-mehhiko-norra-ja-iirimaa?id=90206879
573,11,17,4.89,31,Uued Uudised,https://uueduudised.ee/arvamus/juhtkiri/vastupanuvoitluse-paevaks-meie-relvad-on-laetud-ja-sorm-paastikul-ka-tana/
162,4,3,4.32,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/eesti-kehtestab-sanktsioonid-veel-98-le-valgevene-ametiisikule?id=91156865
558,25,11,6.45,17,Uued Uudised,https://uueduudised.ee/arvamus/millest-te-hoolite-kulla-telefonilehvitajad/
355,2,5,1.97,12,Telegram,https://www.telegram.ee/teadus-ja-tulevik/kuulmismeele-kasutamine-aitab-paremini-naha
412,4,16,4.85,7,Uued Uudised,https://uueduudised.ee/arvamus/repliik/vihased-vasakliberaalid-avavad-ideoloogilisi-rindejooni-seal-kus-seni-valitses-rahu/
619,13,8,3.39,19,Uued Uudised,https://uueduudised.ee/arvamus/ja-nii-nad-tapsidki-meie-eesti-pedagoogika/
1376,42,10,3.78,51,Telegram,https://www.telegram.ee/eesti/tartu-hoiu-laenuuhistu-on-isemoodi-rahaasutus
9,0,0,0.0,1,Telegram,https://www.telegram.ee/eesti/53711
104,0,0,0.0,1,Uued Uudised,https://uueduudised.ee/majandus/maaleht-metsakaitsjate-tagant-paistavad-gazpromi-huvid-ja-raha/
1,0,0,0.0,0,Telegram,https://www.telegram.ee/nwo/kas-varsked-tallinnas-tehtud-fotod-helsingist-naitavad-et-maal-puudub-kumerus
333,5,1,1.8,4,Telegram,https://www.telegram.ee/maailm/diplomaat-euroopa-peab-euraasia-liidu-sunniks-valmistuma
636,12,11,3.62,17,Uued Uudised,https://uueduudised.ee/majandus/valitsus-peab-exceli-tabeli-taha-haihtunud-raamatupidajale-nao-tagasi-andma/
89,3,1,4.49,4,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-jaak-madison-mart-helme-otsus-sokiteraapiat-ei-tekitanud-aga-vaike-ullatus-ikka?id=90290733
73,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/pariisis-tekitas-terroripaanikat-helibarjaari-uletanud-lennuk?id=91208347
453,2,5,1.55,15,Telegram,https://www.telegram.ee/teadus-ja-tulevik/teadlased-suudavad-kontrollida-hiirtel-unenagude-nagemist
236,4,2,2.54,9,Delfi,https://www.delfi.ee/news/paevauudised/eesti/urmas-paet-lukasenka-on-votnud-selge-suuna-valgevene-opositsioonijuhtide-vahistamiseks?id=90792717
96,6,2,8.33,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tanel-kiik-riik-ei-peaks-andma-signaali-et-arutame-abortide-keelustamist-seda-ei-juhtu?id=91839931
252,1,2,1.19,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/leedukate-ohuraport-puudutab-ka-isa-poega-ossinovskeid/
275,3,2,1.82,5,Uued Uudised,https://uueduudised.ee/arvamus/repliik/andres-raid-kellele-ingliskeelse-korralduse-ja-plakatitega-parklamiiting-oigupoolest-moeldud-oli/
436,14,4,4.13,17,Delfi,https://www.delfi.ee/news/paevauudised/eesti/avalikult-samast-soost-paaride-abielu-toetama-asunud-margus-tsahkna-lahkusin-irl-st-suuresti-just-selle-vaartuskonflikti-tottu?id=91503069
311,2,5,2.25,4,Delfi,https://www.delfi.ee/news/paevauudised/eesti/polegi-hiromant-reinsalu-kuulis-soome-reisipiirangute-karmistamisest-juba-eelmisel-nadalal?id=91115749
377,1,9,2.65,5,Forte,https://forte.delfi.ee/news/varia/jaapanis-suri-oktoobris-rohkem-inimesi-enesetapu-tottu-kui-terve-aasta-jooksul-covid-19-tottu?id=91834861
227,3,1,1.76,3,Uued Uudised,https://uueduudised.ee/majandus/kliimanouded-kagistavad-kunda-nordic-tsement-sulgeb-osaliselt-tootmise/
503,4,15,3.78,18,Telegram,https://www.telegram.ee/arvamus/psuhholoog-tsirkus-kujundab-lastele-loomadest-valearusaamad
286,4,16,6.99,18,Delfi,https://www.delfi.ee/news/paevauudised/eesti/lutsar-remdesivir-pole-imeravim?id=89740959
127,2,4,4.72,3,Eesti Päevaleht,https://epl.delfi.ee/uudised/kokkuvote-marutuuled-jatsid-elektrita-ligi-37-000-majapidamist-ning-andsid-panuse-haiglakohtade-taitmisel?id=90426993
72,0,0,0.0,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/lukasenka-teatas-valmisolekust-osa-oma-volitustest-ara-anda?id=91328701
600,26,13,6.5,19,Uued Uudised,https://uueduudised.ee/majandus/martin-helme-peame-tegutsema-selle-nimel-et-jatkuks-vaesemate-inimeste-kiirem-palgatous/
217,2,0,0.92,0,Telegram,https://www.telegram.ee/maailm/instituut-maailma-rahvaarv-ulatub-sajandi-keskpaigaks-97-miljardini
407,11,4,3.69,8,Uued Uudised,https://uueduudised.ee/arvamus/repliik/vasakliberaalid-uritavad-toelise-euroopaliku-eluviisi-migrantide-huvides-prugikasti-saata/
144,1,2,2.08,1,Uued Uudised,https://uueduudised.ee/arvamus/repliik/traditsioonilisi-perevaartusi-juba-naeruvaaristatakse-millal-hakatakse-heteroid-taga-kiusama-ja-kelle-raha-eest/
313,11,5,5.11,3,Telegram,https://www.telegram.ee/arvamus/jaak-urmet-jargmise-pronksioo-korraldavad-juba-eestlased
89,2,2,4.49,2,Ärileht,https://arileht.delfi.ee/news/uudised/suur-hinnamoondus-riik-naitab-ravimitele-valesid-hindu?id=89833079
80,0,0,0.0,0,Telegram,https://www.telegram.ee/maailm/galerii-1-mai-meeleavaldused-ule-maailma
399,4,7,2.76,18,Telegram,https://www.telegram.ee/maailm/naisjuhtidega-firmad-on-meeste-juhitavatest-mitu-korda-edukamad
498,11,13,4.82,13,Uued Uudised,https://uueduudised.ee/uudis/eesti/kaja-kallas-kutsus-reformierakonna-reitingu-tostmiseks-ja-valitsuse-rundamiseks-appi-putini/
664,6,16,3.31,14,Uued Uudised,https://uueduudised.ee/uudis/eesti/vana-kommunismikahur-mart-kadastik-leidis-eestist-sada-tuhat-sokis-geid-ja-tuhandeid-depressioonis-soomuutjaid-noori/
189,7,1,4.23,10,Uued Uudised,https://uueduudised.ee/uudis/eesti/mart-helme-patsi-monumendist-see-on-nagu-lembitu-maharaiutud-pea/
1374,45,41,6.26,13,Telegram,https://www.telegram.ee/maavaline/vaata-keemiapilvedest-filmi-mida-nad-seal-pritsivad
9,0,0,0.0,1,Delfi,https://www.delfi.ee/news/paevauudised/teetood/kiirtest-pane-end-proovile-kui-palju-sa-tead-teede-pindamisest?id=90165199
298,1,19,6.71,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/chicago-kesklinnas-laks-politsei-ja-massajate-vahel-loomaks/
171,0,2,1.17,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/trumpi-administratsioon-alustas-ametlikult-usa-who-st-valjaastumise-protseduuri?id=90388795
567,0,0,0.0,21,Uued Uudised,https://uueduudised.ee/majandus/opositsioonilt-soppa-kaela-saav-maaeluminister-tegeleb-samal-ajal-hiina-turu-avamisega-eesti-pollumeestele/
83,1,1,2.41,1,Eesti Päevaleht,https://epl.delfi.ee/uudised/koalitsioon-kaldub-abielu-rahvahaaletuse-asjus-oiguskantsleri-ettepaneku-poole?id=91341327
281,0,9,3.2,7,Telegram,https://www.telegram.ee/maailm/antikehade-uuring-viitab-et-sars-cov-2-randas-ameerikas-juba-2019-aasta-detsembris
134,2,0,1.49,2,Telegram,https://www.telegram.ee/maailm/pentagon-hakkab-nutitelefonidega-sormejalgi-skannima
1981,47,48,4.8,36,Telegram,https://www.telegram.ee/nwo/david-icke-mentaliteet-mul-on-oigus-mis-tahendab-et-sa-eksid-peab-kaduma
163,0,3,1.84,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/kisub-miljoni-poole-maailmas-uletas-koroonasurmade-arv-600-000-piiri/
259,0,4,1.54,5,Uued Uudised,https://uueduudised.ee/uudis/maailm/tsetseenias-salis-avatud-euroopa-suurim-mosee-on-hoiatus-ka-eestile/
338,6,0,1.78,8,Telegram,https://www.telegram.ee/eesti/osale-telegrami-suures-aastakusitluses
