sõnu uudises,esimene isik,negatiivsus,kordaja,positiivsus,väljaanne,link
157,4,0,2.55,1,Telegram,https://www.telegram.ee/eesti/telegrami-konverents-2015-video-toomas-trapido-okokogukonnad
231,0,6,2.6,6,Telegram,https://www.telegram.ee/maailm/uuring-arenenud-riikides-on-viie-aastaga-kadunud-7-miljonit-tookohta
6,0,0,0.0,0,Telegram,https://www.telegram.ee/teadus-ja-tulevik/telegrami-jarjejutt-ennustused-mis-laksid-taide-i
99,0,2,2.02,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/soomes-kahtlustatakse-kaht-paremaarmuslast-polissoomlaste-valimispealiku-morva-katses-viimane-ei-lasknud-neist-uhel-kandideerida?id=91017429
703,19,33,7.4,30,Uued Uudised,https://uueduudised.ee/arvamus/eesti-voib-pandeemia-jarel-ennast-voitjaks-pidada/
348,6,9,4.31,8,Uued Uudised,https://uueduudised.ee/uudis/eesti/vasakaarmuslikud-joud-teevad-koik-et-soodustada-sisserannet-euroopasse-ning-selgelt-illegaalsed-migrandid-legaalseteks-tunnistada/
879,0,15,1.71,9,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafikud-oopaevaga-lisandus-274-positiivset-koroonaproovi-suri-uks-inimene?id=91703915
458,11,16,5.9,9,Uued Uudised,https://uueduudised.ee/uudis/eesti/peatage-lasnamae-kolab-taas-ainult-et-uues-votmes-kus-eestlased-on-suuresti-juba-mangust-valjas/
1453,20,22,2.89,23,Telegram,https://www.telegram.ee/maailm/kas-planeediparanduse-monopol-kuulub-bill-gatesile
1249,16,19,2.8,48,Telegram,https://www.telegram.ee/maailm/rahavaba-elu-aarmuslik-ettevotmine-voi-tulevikuvisioon
756,34,3,4.89,25,Telegram,https://www.telegram.ee/eesti/kulutulena-leviv-projekt-vahetund-ee-toob-koolidesse-mangimise-tagasi
257,4,3,2.72,6,Uued Uudised,https://uueduudised.ee/arvamus/repliik/seadusest-pohiseadusliku-riive-otsijatel-tuleks-alustada-selle-vastavusest-preambuli-pohimotetele/
102,2,10,11.76,0,Eesti Päevaleht,https://epl.delfi.ee/valismaa/piirialadel-valatud-veri-teeb-hiina-ja-india-taganemistee-raskeks?id=90200379
147,2,2,2.72,8,Uued Uudised,https://uueduudised.ee/arvamus/repliik-terve-eesti-hoidis-hinge-kinni-ega-see-jalle-plagiaat-ei-ole/
259,4,0,1.54,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/isamaa-liikmeuhendus-parempoolsed-asub-juhatust-valima?id=91043839
233,1,4,2.15,3,Telegram,https://www.telegram.ee/maailm/singapur-votab-online-uudised-karmi-kontrolli-alla
149,0,7,4.7,4,Telegram,https://www.telegram.ee/maailm/koreade-perekonnad-saavad-ule-nelja-aasta-loa-taas-kohtuda
425,2,8,2.35,11,Telegram,https://www.telegram.ee/teadus-ja-tulevik/sulg-voib-olla-usaldusvaarne-alternatiiv-ninaneelu-proovile-sars-cov-2-tuvastamiseks
286,11,4,5.24,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tartu-ekre-fraktsioon-saab-indrek-hirve-lahkumisega-lopu?id=90858741
720,14,17,4.31,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/erisaade-kiirgusspetsialist-teet-koitjarv-tuumaonnetus-omaks-koroonakriisile-sarnast-moju-valdkonna-riskid-tuleb-ule-vaadata?id=90300973
105,2,2,3.81,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/reinsalu-euroopa-liit-peab-noudma-navalnoi-murgitamise-soltumatut-uurimist?id=90877181
716,5,33,5.31,16,Uued Uudised,https://uueduudised.ee/uudis/maailm/laane-meeleavaldustel-toimuval-pole-midagi-uhist-vabandamise-ja-andestamisega/
103,0,4,3.88,2,Uued Uudised,https://uueduudised.ee/uudis/piirangute-leevendamine-on-pannud-viiruse-saksamaal-kiiremalt-levima/
152,0,0,0.0,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/soome-rannikul-soitis-karile-ja-uppus-rannavalve-patrullkaater-uks-meeskonnaliige-jattis-oma-elu?id=90238985
28,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-taani-peaminister-mette-frederiksen-kulastas-tapal-sodureid-ja-kohtus-eesti-riigijuhtidega?id=91019191
78,0,0,0.0,2,Eesti Päevaleht,https://epl.delfi.ee/uudised/usa-kubervagi-tootas-eestis-et-naha-lahedalt-venemaa-vorkude-muukimise-votteid?id=91863495
128,0,7,5.47,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/tass-uuritakse-habarovski-endise-kuberneri-furgali-osalust-veel-kahes-arimeeste-morvas-ja-morvakatses?id=90561257
232,8,2,4.31,4,Telegram,https://www.telegram.ee/maailm/pentagon-liigutab-suuriat-silmas-pidades-sojajoude
244,0,13,5.33,0,Telegram,https://www.telegram.ee/maailm/cdc-94-koroonasurmadest-oli-seotud-kaasuvate-haigustega
146,0,4,2.74,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/soomes-kasvas-covid-19-nakatunute-arv-viimase-oopaevaga-23-leedus-11-ja-latis-uhe-vorra?id=90095161
157,6,3,5.73,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/viktoria-ladonskaja-kubits-lahkub-tallinna-linnavolikogust-kahe-tooli-taitmisel-sisu-kannatab?id=89978169
381,3,4,1.84,20,Telegram,https://www.telegram.ee/maailm/nutikad-riiulid-hakkavad-tarbijaid-jalgima-ja-ostule-ohutama
298,7,6,4.36,9,Telegram,https://www.telegram.ee/eesti/veel-uks-paev-saab-allkirjastada-petitsiooni-keelustada-eestis-gmo-kultuuride-kasvatamine
532,3,38,7.71,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/laagna-suuravarii-pohjustamises-kahtlustatavad-isa-khalilov-ja-vjatseslav-kalasnikov-jaavad-vahi-alla?id=90673881
445,14,12,5.84,8,Uued Uudised,https://uueduudised.ee/uudis/eesti/mikk-parnits-oli-surmasooja-juba-virginia-woolfi-marufeministlikus-kogukonnas/
1141,25,34,5.17,42,Uued Uudised,https://uueduudised.ee/arvamus/juri-toomepuu-presidendiproua-kas-kahtlustaratav-voi-ainult-pentsik/
191,0,2,1.05,7,Uued Uudised,https://uueduudised.ee/uudis/maailm/europarlamendi-valimiste-eel-toetab-enim-britte-brexiti-parteid/
925,11,20,3.35,24,Telegram,https://www.telegram.ee/teadus-ja-tulevik/nikola-tesla-10-leiutist-mis-muutsid-maailma
320,1,19,6.25,5,Telegram,https://www.telegram.ee/maailm/egiptuse-politsei-avas-protestijate-pihta-tule
1495,103,37,9.36,78,Telegram,https://www.telegram.ee/arvamus/tom-valsberg-koroonaviirusest-ava-oma-silmad-kas-me-valime-hirmu-voi-usalduse
104,1,2,2.88,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/minskisse-saabus-venemaa-kaitseminister-sergei-soigu?id=91055341
384,5,3,2.08,8,Telegram,https://www.telegram.ee/eesti/varske-telegrami-ajakiri-teeb-ulevaate-kevadel-toimunust-sona-saavad-eksperdid
208,7,2,4.33,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/rootsi-voimud-hoiavad-laanemeres-seilaval-venemaa-allveelaeval-silma-peal?id=90557325
188,0,2,1.06,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/nato-peatas-valjaoppe-andmise-iraagis-see-puudutab-ka-eestit/
173,3,2,2.89,4,Delfi,https://www.delfi.ee/news/paevauudised/eesti/urmas-reitelmann-lahkub-err-i-noukogust?id=91468586
136,5,10,11.03,0,Eesti Päevaleht,https://epl.delfi.ee/valismaa/brasiilia-liigub-hoiatustest-hoolimata-katastroofi-poole?id=90187873
113,0,2,1.77,3,Telegram,https://www.telegram.ee/arvamus/david-icke-peab-vaktsiinikampaaniat-tulgastavaks
215,4,4,3.72,7,Uued Uudised,https://uueduudised.ee/uudis/maailm/noore-kliimaaktivisti-tegelik-pale-ahvardab-valetab-ja-vabandab/
373,4,14,4.83,4,Telegram,https://www.telegram.ee/maailm/venemaa-hoiatas-fbi-d-ja-cia-d-tsarnajevi-eest-juba-aastaid-tagasi
413,1,2,0.73,7,Telegram,https://www.telegram.ee/eesti/eesti-ja-venemaa-allkirjastavad-piirilepingud-18-veebruaril
65,0,0,0.0,2,Eesti Päevaleht,https://epl.delfi.ee/valismaa/venelased-tegid-putinist-eluaegse-presidendi?id=90338579
430,2,14,3.72,4,Delfi,https://www.delfi.ee/news/paevauudised/kliima/usa-maastikupolengute-suits-jouab-uuel-nadalal-eesti-ohku-saastama?id=91080491
111,0,0,0.0,1,Telegram,https://www.telegram.ee/maailm/john-lennon-ja-yoko-ono-soda-on-labi-kui-vaid-tahate
684,9,26,5.12,15,Uued Uudised,https://uueduudised.ee/uudis/maailm/ule-40-aasta-belgias-elanud-tamara-jegorov-pages-moslemite-eest-eestisse-tagasi/
162,0,3,1.85,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/lukasenka-saabus-venemaale-sotsisse-putiniga-kohtuma?id=91030943
330,0,5,1.52,7,Uued Uudised,https://uueduudised.ee/uudis/maailm/eestit-noustav-advokaadiburoo-proovib-katte-saada-usa-trahvirahasid/
42,0,3,7.14,1,Eesti Päevaleht,https://epl.delfi.ee/valismaa/20-000-migranti-ootab-liibuas-euroopasse-soitu?id=90167565
590,5,9,2.37,17,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-terviseameti-juhi-kt-koroonaviirus-lapselt-lapsele-ei-levi-vaga-harvad-on-ka-juhtumid-kui-laps-koolis-opetajat-nakatab?id=90712421
315,4,3,2.22,17,Uued Uudised,https://uueduudised.ee/arvamus/repliik/sotside-soovi-taga-meediat-riigi-rahaga-toetada-peegelduvad-pealkirjad-nagu-ekre-unelmate-kriis/
290,3,5,2.76,11,Uued Uudised,https://uueduudised.ee/uudis/maailm/sooneutraalsus-puhkis-briti-teatrilavadelt-minema-koik-daamid-ja-harrad/
350,7,6,3.71,2,Telegram,https://www.telegram.ee/teadus-ja-tulevik/liblikad-maletavad-mage-mida-pole-olemas-juba-tuhat-aastat
388,2,2,1.03,12,Uued Uudised,https://uueduudised.ee/uudis/maailm/uus-euroopa-komisjoni-koosseis-jatkab-foderalismikurssi-turgutab-rahvasterannet-ja-juhindub-kliimakriisis-idealismist/
268,2,4,2.24,5,Telegram,https://www.telegram.ee/eesti/50-avaliku-teabe-juurdepaasupiirangutest-on-alusetud
377,0,23,6.1,6,Telegram,https://www.telegram.ee/maailm/egiptuse-politsei-ajab-protestijaid-laiali
823,19,9,3.4,24,Telegram,https://www.telegram.ee/nwo/kas-uro-l-on-mingit-mojuvoimu-globaalse-internetis-nuhkimise-ule
129,0,0,0.0,7,Eesti Päevaleht,https://epl.delfi.ee/uudised/eksperdid-uuest-koroonaolukorrast-suurtel-siseuritustel-tuleks-kanda-maske?id=90654681
140,3,1,2.86,6,Telegram,https://www.telegram.ee/arvamus/telegrami-konverents-2015-video-hando-tonumaa-raha-ja-poliitikutevaba-tulevik
318,2,3,1.57,9,Uued Uudised,https://uueduudised.ee/uudis/eesti/korgkoolide-kasuahnus-kujutab-riski-riigi-julgeolekule/
664,7,10,2.56,25,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/video-euroopa-komisjoni-president-von-der-leyen-esines-oma-esimese-konega-olukorrast-el-is?id=91052923
371,10,3,3.5,17,Uued Uudised,https://uueduudised.ee/arvamus/andres-raid-veelkord-loogikast-moodsalt/
825,49,21,8.48,44,Uued Uudised,https://uueduudised.ee/arvamus/eestlaste-heasudamlikkus-voib-osutuda-saatuslikuks/
324,3,9,3.7,12,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/hongkong-hakkas-uue-julgeolekuseaduse-vastuvotmise-jarel-raamatukogudest-demokraatiameelsete-aktivistide-teoseid-kokku-korjama?id=90361029
159,1,4,3.14,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/poola-meedia-usa-vagesid-sooviva-poola-president-sai-kullakutse-valgesse-majja?id=90198325
117,1,7,6.84,3,Telegram,https://www.telegram.ee/maailm/lekitamises-suudistatava-manningi-tunnistused-lekkisid-internetti
121,0,2,1.65,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/saksa-tapamajast-avastati-suur-koroonaviiruse-kolle?id=90207393
2879,84,61,5.04,91,Telegram,https://www.telegram.ee/arvamus/miks-tootu-hindu-elab-muretumalt-kui-tootav-eestlane
195,9,1,5.13,5,Uued Uudised,https://uueduudised.ee/uudis/eesti/martin-helme-rahvakusitlus-aitab-vahendada-uhiskondlikku-lohet-mis-on-kooseluseadusega-tekkinud/
211,9,6,7.11,10,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/le-monde-putin-utles-macronile-et-navalnoi-vois-end-ise-murgitada?id=91127707
356,16,6,6.18,5,Uued Uudised,https://uueduudised.ee/arvamus/repliik/kuidas-ma-voorkeelses-uhistranspordis-ennast-valjatougatuna-tundsin/
199,2,1,1.51,6,Uued Uudised,https://uueduudised.ee/uudis/eesti/seeder-suhtub-parempoolsetesse-umbusuga/
507,14,25,7.69,32,Uued Uudised,https://uueduudised.ee/arvamus/kavandatav-hipiorgia-louna-eestis-pole-euroopa-kultuur-vaid-100-narkopolitsei-toomaa/
61,1,3,6.56,3,Telegram,https://www.telegram.ee/maailm/uurimine-paljasta-who-d-noustanud-teadlaste-seotuse-ravimikompaniidega
359,6,3,2.51,17,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tanel-kiik-peame-oluliseks-naistele-ja-meestele-vordvaarse-too-eest-vordse-palga-maksmist?id=90071543
1988,39,101,7.04,86,Telegram,https://www.telegram.ee/eesti/dr-eero-merilind-allkirjastas-belgia-arstide-algatatud-avaliku-kirja-avatud-aruteluks-sars-cov-2-viiruse-ule
157,0,2,1.27,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/video-vene-armee-katedraali-avamisel-loobuti-stalini-ja-putini-piltidest-kuid-mitte-nsvl-i-sumboolikast?id=90181381
314,4,15,6.05,4,Uued Uudised,https://uueduudised.ee/uudis/maailm/legendaarse-charlie-hebdo-erivaljaanne-kritiseerib-laanes-levivat-valjendusvabaduse-piiramist/
2070,53,52,5.07,33,Telegram,https://www.telegram.ee/eesti/vana-lugu-cia-jalg-presidendivalimistel
1224,41,22,5.15,32,Telegram,https://www.telegram.ee/arvamus/inga-raitar
256,2,2,1.56,5,Uued Uudised,https://uueduudised.ee/uudis/maailm/terve-moistus-asub-vastupealetungile-uhendkuningriigis-hakkab-inimestel-maratsejatest-korini-saama/
454,10,2,2.64,11,Delfi,https://www.delfi.ee/news/paevauudised/eesti/haigekassa-kuulutas-valja-eriarstiabi-riigihanke?id=90905533
410,4,12,3.9,9,Forte,https://forte.delfi.ee/news/varia/haruldane-juhtum-koroonatest-toi-naisel-valja-diagnoosimata-ajulekke?id=91351315
396,5,8,3.28,8,Uued Uudised,https://uueduudised.ee/uudis/maailm/dokumendid-paljastavad-trumpi-vene-sidemete-afaar-korraldati-hilary-clintoni-skandaalide-varjamiseks/
457,5,11,3.5,17,Telegram,https://www.telegram.ee/eesti/kodanikupalga-idee-toetus-eestis-uks-euroliidu-korgemaid
387,7,10,4.39,10,Uued Uudised,https://uueduudised.ee/uudis/eesti/uuring-naitab-eesti-rahvas-suudab-referendumil-langetada-vastutustundlikke-otsuseid/
155,4,3,4.52,0,Uued Uudised,https://uueduudised.ee/uudis/maailm/teadlaste-poordumine-there-is-no-climate-emergency-ehk-kliima-eriolukorda-pole/
338,7,4,3.25,8,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-sotsiaalminister-tanel-kiik-on-pidusid-kus-on-nakatunud-koik-kulalised?id=91056675
293,3,8,3.75,13,Telegram,https://www.telegram.ee/maailm/usa-seadusandjad-kulastavad-luureskandaali-asjus-euroopat
41,0,0,0.0,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/kes-saab-ametist-priiks-tallinna-linnaametite-juhid-on-teadmatuses?id=90200483
190,0,6,3.16,1,Uued Uudised,https://uueduudised.ee/uudis/maailm/soome-migrandilembeline-murkrohelisest-valisminister-sai-kukile-politsei-ja-prokuratuuri/
231,1,2,1.3,10,Uued Uudised,https://uueduudised.ee/uudis/arvo-aller-uhendab-veterinaar-ja-toiduameti-pollumajandusametiga/
96,0,0,0.0,0,Telegram,https://www.telegram.ee/eesti/elektrihinna-tous-kasvatab-riigi-tulusid-kumnendiku-vorra
259,2,5,2.7,7,Uued Uudised,https://uueduudised.ee/uudis/maailm/madjarid-hoiatavad-uue-randelaine-eest-migrandid-kavatsevad-tormi-joosta-ka-nende-suhtes-ebasobralikule-ungarile/
26,0,0,0.0,0,Uued Uudised,https://uueduudised.ee/uudis/eesti/otse-kell-12-valitsuse-pressikonverentsil-annavad-aru-mart-helme-urmas-reinsalu-ja-jaak-aab/
111,0,2,1.8,2,Uued Uudised,https://uueduudised.ee/arvamus/tehke-nii-palju-kui-jouate-haapsalus-valmistatakse-meie-opositsiooni-poolt-kiidetud-liberaalsesse-rootsisse-laibakotte/
465,4,16,4.3,12,Uued Uudised,https://uueduudised.ee/uudis/maailm/hondurase-migrandid-tekitavad-kesk-ameerikas-uue-randekriisi/
197,1,3,2.03,8,Uued Uudised,https://uueduudised.ee/uudis/eesti/henn-polluaas-riigikohtu-otsus-tunnistada-pensionireform-pohiseadusele-vastavaks-toendab-riigikogu-seadusloome-head-taset/
88,0,1,1.14,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/lati-luhendas-eneseisolatsiooni-aega-valismaalt-naasmisel-10-paevani?id=91046843
353,17,2,5.38,15,Delfi,https://www.delfi.ee/news/paevauudised/eesti/erisaade-ajateenistus-muutub-paindlikumaks-nagu-koolis-voi-tool-kaimine-jah-lihtsalt-toopaevad-on-pikemad?id=90486817
254,6,4,3.94,9,Delfi,https://www.delfi.ee/news/paevauudised/eesti/sotsiaalkomisjon-arutab-avalikul-istungil-koos-teadlastega-viiruse-leviku-prognoose?id=91783179
137,3,3,4.38,1,Uued Uudised,https://uueduudised.ee/uudis/eesti/fototabamus-aafrika-viivad-eestis-kokku-bolt-ja-wolt/
100,0,2,2.0,1,Delfi,https://www.delfi.ee/news/paevauudised/krimi/ruhnu-saarel-jai-naine-auto-alla-ta-toimetati-helikopteriga-tallinna-haiglasse?id=90657189
533,6,10,3.0,12,Uued Uudised,https://uueduudised.ee/majandus/kolmandate-riikide-toojoudu-kasutav-ettevotja-on-omamoodi-euroopa-majandusruumi-reetur/
83,0,4,4.82,1,Delfi,https://www.delfi.ee/news/paevauudised/krimi/fotod-viljandimaal-soitis-mootorrattur-otsa-ootamatult-teele-jooksnud-podrale?id=90251975
185,0,0,0.0,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/vordsuse-eest-seisvatele-uhendustele-maksti-hasartmangumaksust-ettenahtud-raha-ara?id=90506891
434,0,3,0.69,7,Uued Uudised,https://uueduudised.ee/majandus/riik-laseb-kaiku-2-miljardise-majandusmeetmete-paketi-ja-peatab-teise-pensionisamba-sissemaksed/
270,6,11,6.3,4,Telegram,https://www.telegram.ee/maailm/endine-preester-vatikani-vaimulikkond-ostab-alaealistelt-seksteenuseid
127,0,3,2.36,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/puhapaeval-heisatakse-eesti-lipud-leinalipuna?id=90162879
180,0,2,1.11,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tousvas-trendis-liikuv-eesti-200-moodus-sotsidest?id=91568521
237,1,7,3.38,4,Telegram,https://www.telegram.ee/maailm/venemaa-eitab-seotust-snowdeni-reisiplaanidega
1264,8,9,1.34,26,Delfi,https://www.delfi.ee/news/paevauudised/teetood/liikluse-ajutine-umberkorraldamine-nouab-kumnete-spetsialistide-puhendunud-tood?id=90061101
84,3,1,4.76,3,Uued Uudised,https://uueduudised.ee/uudis/eesti/brittide-brexiti-voit-annab-ka-neid-toetanud-rahvuskonservatiividel-pohjust-rahul-olla/
983,15,35,5.09,26,Uued Uudised,https://uueduudised.ee/arvamus/harri-kivilo-riigikogulastele-tooge-tagasi-eesti-naoga-ja-eesti-riigikeeles-oma-elu-korraldav-ja-rahvuslikku-iseteadvust-tahtsaks-pidav-riik/
433,10,8,4.16,4,Uued Uudised,https://uueduudised.ee/uudis/maailm/valimised-usa-s-delawares-olid-tais-kumneid-reeglite-ja-nouete-rikkumisi/
266,7,10,6.39,4,Uued Uudised,https://uueduudised.ee/uudis/maailm/islamikriitiline-esseist-eric-zammour-migrandienklaavidest-ma-ei-usu-et-neid-inimesi-saab-haridusega-muuta/
219,1,2,1.37,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/err-i-jaoks-oli-dokumentaalsari-estonia-hukust-liiga-kallis?id=91194291
2604,112,41,5.88,75,Telegram,https://www.telegram.ee/vaimsus/erki-kaikkonen-koik-mida-me-kuuleme-ei-ole-faktid-vaid-tolgendus
272,4,12,5.88,5,Uued Uudised,https://uueduudised.ee/uudis/eesti/politseile-teeb-muret-inimeste-vahenev-valmisolek-reegleid-jargida/
522,4,14,3.45,16,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafik-47-inimest-said-positiivse-koroonaviiruse-testi-ida-tallinna-keskhaiglas-on-haigestunud-19-tootajat?id=91163201
40,1,2,7.5,2,Eesti Päevaleht,https://epl.delfi.ee/uudised/naete-mida-hoolas-katepesu-teeb-kohugrippi-on-tanavu-85-vahem-kui-mullu?id=91474002
317,6,4,3.15,10,Uued Uudised,https://uueduudised.ee/uudis/maailm/liberaalne-komumeedia-votab-nicholas-sandmanni-rassismiloos-uha-enam-taganemispoosi/
255,2,8,3.92,2,Telegram,https://www.telegram.ee/eesti/arsali-intsident-ehk-kes-oli-eestlaste-roovi-taga-liibanonis
82,2,13,18.29,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/viru-vanglas-on-juba-107-nakatunut?id=91573623
66,0,2,3.03,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/soomes-tampere-lennuvaljal-soitis-ulikerge-lennuk-stardirajalt-valja-keegi-viga-ei-saanud?id=90339795
1897,71,17,4.64,18,Telegram,https://www.telegram.ee/maavaline/david-icke-meie-reaalsust-kontrollitakse-saturnilt
180,3,4,3.89,3,Telegram,https://www.telegram.ee/toit-ja-tervis/kas-sul-on-juba-olnud-keemiapilve-gripp
310,3,5,2.58,6,Telegram,https://www.telegram.ee/eesti/president-ilves-jattis-kaibemaksuseaduse-valja-kuulutamata
202,0,8,3.96,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/geert-wilders-tahab-sonavabadust-toestava-muhamedi-karikatuurivoistluse-siiski-labi-viia/
881,15,37,5.9,20,Delfi,https://www.delfi.ee/news/paevauudised/rooliseiloe/villu-vane-trahv-roolis-telefoni-kasutamise-eest-voiks-olla-kordades-suurem?id=91744381
582,4,40,7.56,7,Uued Uudised,https://uueduudised.ee/uudis/maailm/prantsuse-ekspresidendi-suur-eksitus-terroristid-said-charlie-hebdos-oma-tahtmise/
281,5,2,2.49,5,Uued Uudised,https://uueduudised.ee/arvamus/repliik/kas-keskerakond-tahab-toesti-reformierakonnaga-uhte-heita/
276,10,8,6.52,12,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/reinsalu-olukord-valgevenes-areneb-kiiresti-el-peab-sanktsioonidega-venitamise-lopetama?id=90982379
217,1,8,4.15,1,Uued Uudised,https://uueduudised.ee/kultuur/asi-kisub-ikka-vaga-absurdseks-rassivoitlusele-jai-jalgu-labi-aegade-parim-mangufilm/
390,5,2,1.79,10,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/skandaal-soomes-rahandusminister-on-saanud-50-000-euro-eest-koolitust-esinemisarevuse-vastu?id=90063495
211,0,6,2.84,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/latis-lisandus-taas-rekordarv-koroonaviirusega-nakatumisi?id=91457066
112,2,2,3.57,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/reformierakond-veel-ootab-ratase-umbusaldamisega?id=90146561
106,4,1,4.72,1,Uued Uudised,https://uueduudised.ee/uudis/eesti/lgbt-homopropaganda-joudis-otsapidi-lausa-uute-uudiste-toimetusse/
101,0,1,0.99,4,Uued Uudised,https://uueduudised.ee/uudis/maailm/poola-presidendivalimised-voitis-senine-riigipea/
94,1,4,5.32,2,Uued Uudised,https://uueduudised.ee/uudis/eesti/siseministeerium-relvaloa-taotlemise-kord-on-piisavalt-range/
242,0,1,0.41,10,Uued Uudised,https://uueduudised.ee/arvamus/repliik/meedia-ulistab-homoperet-kus-lapsed-ei-saa-kunagi-emaarmastust-kogeda/
84,0,1,1.19,0,Telegram,https://www.telegram.ee/maailm/obama-administratsioon-hirmutab-maailma-terroriohuga
152,1,10,7.24,3,Telegram,https://www.telegram.ee/maailm/iraagi-soja-jarelmojud
384,1,14,3.91,10,Uued Uudised,https://uueduudised.ee/arvamus/repliik/tallinna-tehnikaulikooli-ja-keegan-mcbride-konflikt-on-omal-moel-opetlik-ka-valismaalastele/
203,1,0,0.49,6,Uued Uudised,https://uueduudised.ee/uudis/eesti/siseminister-mart-helme-eesti-on-valmis-kreekale-appi-saatma-kaks-patrullpaati-ja-20-piirivalvurit/
79,1,1,2.53,5,Telegram,https://www.telegram.ee/arvamus/videoloeng-andro-roos-riigi-vajaduste-puramiid-vajadus-riigi-jarele
90,0,5,5.56,0,Delfi,https://www.delfi.ee/news/paevauudised/krimi/trammis-ahvardas-uks-mees-teist-noaga-ja-pistis-siis-plehku?id=91609343
213,5,2,3.29,4,Uued Uudised,https://uueduudised.ee/uudis/maailm/kusitlus-enamik-trumpi-toetajatest-on-veendunud-et-demokraadid-varastasid-valimised/
394,10,7,4.31,8,Delfi,https://www.delfi.ee/news/paevauudised/eesti/enamik-kollase-stsenaariumi-meetmeid-on-lasteaedades-ja-koolides-juba-kasutusel?id=90996915
211,2,6,3.79,1,Forte,https://forte.delfi.ee/news/maa/videod-californiat-rasib-nuudisaja-esimene-gigapoleng?id=91264851
373,3,8,2.95,17,Uued Uudised,https://uueduudised.ee/arvamus/repliik/eesti-uuringuagentuurid-ei-arata-erilist-usaldust-kusitlustulemused-on-horoskoopide-tasemel/
655,23,15,5.8,19,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-meloodiline-meeleavaldus-valgevenelaste-toeks-tahame-et-sellest-saaks-meie-laulev-revolutsioon?id=90731519
291,0,13,4.47,4,Telegram,https://www.telegram.ee/maailm/ukraina-minister-ahvardab-protestijaid-eriolukorraga
988,11,64,7.59,17,Uued Uudised,https://uueduudised.ee/uudis/eesti/ando-leps-kuritegevusest-justiitsministeeriumi-ametniku-kriminoloog-jakko-salla-kasitluses/
348,6,8,4.02,7,Uued Uudised,https://uueduudised.ee/uudis/eesti/riho-terras-paljastas-oma-nao-ikka-samasugune-eurolaulik-nagu-teised-peale-jaak-madisoni/
467,19,8,5.78,16,Uued Uudised,https://uueduudised.ee/arvamus/juhtkiri/eestlaste-vabadusvoitlus-pole-mitte-kunagi-kulgenud-liberite-euroopalike-vaartuste-lipu-all/
246,1,5,2.44,16,Uued Uudised,https://uueduudised.ee/uudis/maailm/brusselile-sobimatud-riigid-aitavad-oma-rahvast-poola-vabastab-noored-tulumaksust/
52,1,0,1.92,0,Telegram,https://www.telegram.ee/teadus-ja-tulevik/video-dr-kaufmani-london-reali-intervjuu-koroonapandeemiast-eestikeelsete-subtiitritega
119,0,2,1.68,4,Uued Uudised,https://uueduudised.ee/uudis/eesti/sotsid-habistavad-eestit-sven-mikseri-nounik-silver-meikar-jooksis-brusselis-ringi-paljastatud-peenisega/
80,3,0,3.75,2,Delfi,https://www.delfi.ee/news/paevauudised/rooliseiloe/video-raagid-ikka-autos-telefoniga-seade-korva-aares-vaata-kuidas-teha-auto-nutivabaks?id=90715753
