sõnu uudises,esimene isik,negatiivsus,kordaja,positiivsus,väljaanne,link
365,2,11,3.56,12,Uued Uudised,https://uueduudised.ee/uudis/maailm/saksamaa-migrantide-seas-kasvab-kiiresti-lapsabielude-arv/
215,2,4,2.79,4,Uued Uudised,https://uueduudised.ee/uudis/eesti/riigieelarve-arusaadavaks-muutmise-toetusruhm-on-esimene-erakonnaulene-tohusalt-toole-hakanud-algatus-riigikogus/
211,9,3,5.69,0,Telegram,https://www.telegram.ee/eesti/ansip-rohkem-re-esimeheks-ei-kandideeri
334,0,9,2.69,10,Telegram,https://www.telegram.ee/maailm/texase-inimesed-kardavad-et-lastele-surutakse-peale-sotsialismi
744,4,10,1.88,17,Telegram,https://www.telegram.ee/maailm/911-toeliikumine-laheb-inglismaal-bbc-vastu-kohtusse
1143,1,8,0.79,20,Delfi,https://www.delfi.ee/news/paevauudised/eesti/piirangud-selgunud-homsest-avalikes-siseruumides-maskid-kohustuslikud-22-reegli-tagasitulek-ja-palju-muud-piirangutele-vilistajad-voivad-korduvalt-pea?id=91754481
527,11,9,3.8,14,Uued Uudised,https://uueduudised.ee/majandus/rahandusminister-martin-helme-kavatsen-riigi-eelarvestrateegia-labiraakimistel-teha-ettepaneku-diislikutuse-aktsiisimaara-langemiseks/
162,0,1,0.62,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/eile-eestisse-joudnud-ukraina-toojou-seas-on-kolm-koroonapositiivset?id=90517157
57,0,0,0.0,1,Eesti Päevaleht,https://epl.delfi.ee/uudised/igavene-hada-avalikes-randades-ei-pea-enam-olema-wc-sid-riietuskabiine-ega-prugikaste?id=90041955
312,11,9,6.41,7,Uued Uudised,https://uueduudised.ee/uudis/maailm/rootsi-vikerkaarevarviline-sojavagi-tostis-valmisolekut-laanemerel-ja-gotlandil/
255,2,7,3.53,7,Uued Uudised,https://uueduudised.ee/uudis/eesti/reformierakondlasest-eksministri-urmas-kruuse-intriigid-said-labi-ago-partel-on-vta-s-tagasi/
188,2,3,2.66,5,Eesti Päevaleht,https://epl.delfi.ee/uudised/vihkamine-ja-vagivald-ei-ole-vaartused-lgbt-kogukond-marssis-labi-tallinna-tanavate?id=90284887
553,7,17,4.34,14,Uued Uudised,https://uueduudised.ee/arvamus/andres-raid-mart-helme-sonad-puust-ja-punaseks/
412,3,3,1.46,11,Telegram,https://www.telegram.ee/teadus-ja-tulevik/uus-tehnoloogia-genereerib-elektrit-elavatest-taimedest
159,2,2,2.52,0,Uued Uudised,https://uueduudised.ee/uudis/eesti/ukrainlane-tekitas-marjamaa-kandis-ohkrelvaga-paanikat/
48,1,1,4.17,0,Telegram,https://www.telegram.ee/maailm/miljoneid-vaatamisi-kogunud-ja-massiliselt-tsenseeritud-plandemic-ii-jalgib-raharada-kes-on-votmeisikud-covid-19-taga
792,3,14,2.15,11,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafikud-terviseamet-oopaevaga-lisandus-192-positiivset-koroonatesti-suri-kaks-inimest?id=91608051
336,5,6,3.27,18,Uued Uudised,https://uueduudised.ee/uudis/eesti/riigikogu-esimees-henn-polluaas-raakis-pohjamaade-ja-balti-kolleegidega-oigusriigi-ohtudest/
927,30,17,5.07,27,Uued Uudised,https://uueduudised.ee/arvamus/kivisildnik-spermaputs-pohiseaduslikus-paevalehes-ehk-vaikivate-ajakirjanike-ajastu/
83,1,2,3.61,2,Eesti Päevaleht,https://epl.delfi.ee/uudised/aasta-klassijuhataja-ilona-voik-julgustab-opilasi-mugavustsoonist-valja-tulema?id=91263179
205,4,0,1.95,5,Uued Uudised,https://uueduudised.ee/majandus/lati-transpordiminister-rail-baltic-kallineb-oluliselt-ja-on-kaks-pool-aastat-graafikust-maas/
288,10,3,4.51,4,Delfi,https://www.delfi.ee/news/paevauudised/eesti/opositsioon-plaanib-umbusalduse-asjus-koostood-teha-ent-fookuspunktid-lahknevad?id=91458218
231,1,7,3.46,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/portugali-valitsus-teatas-pea-uleriigilisest-lukkupanekust?id=91539451
239,8,4,5.02,13,Eesti Päevaleht,https://epl.delfi.ee/arvamus/kaja-kallas-valitsuskriisi-ainsaks-sisuliseks-lahenduseks-saab-olla-mart-helme-lahkumine-ja-abielureferendumi-ara-jatmine?id=91415127
416,17,6,5.53,9,Uued Uudised,https://uueduudised.ee/arvamus/riik-ei-vaja-pelgalt-nais-voi-mees-vaid-vajab-kompetentseid-ministreid/
527,12,12,4.55,27,Telegram,https://www.telegram.ee/toit-ja-tervis/jurist-kui-madalale-laseb-eesti-pere-end-meditsiinisusteemil-materdada
337,5,13,5.34,4,Uued Uudised,https://uueduudised.ee/uudis/eesti/henn-polluaas-vastutustundetu-kriitika-ja-kriisist-poliitilise-kasu-loikamise-puue-opositsiooni-poolt-on-madal/
152,3,5,5.26,6,Uued Uudised,https://uueduudised.ee/uudis/eesti/vikerkaarevarvilised-rohelised-ei-saa-oma-rahaliste-kohustustega-hakkama/
314,0,7,2.23,4,Telegram,https://www.telegram.ee/maailm/hello-kitty-mullipustoliga-mangimine-viis-ulekuulamiseni
74,0,4,5.41,0,Delfi,https://www.delfi.ee/news/paevauudised/krimi/parnus-tapeti-naisterahvas-kahtlusaluseks-on-tema-poeg?id=91267955
326,5,7,3.68,9,Uued Uudised,https://uueduudised.ee/uudis/maailm/globalismi-kindlustamiseks-moeldud-suur-lahtestamine-pole-mitte-vandenouteooria-vaid-reaalne-kava/
183,0,10,5.46,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/eestis-vangis-istuva-bosnia-serblasest-sojakurjategija-maja-juurest-leiti-inimjaanused?id=90519619
150,0,1,0.67,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/valgevene-suurtes-toostusettevotetes-on-teatatud-streigi-alustamisest?id=91469042
380,10,16,6.84,1,Telegram,https://www.telegram.ee/teadus-ja-tulevik/sinine-vikatimees-suremine-toimub-aeglasemalt-kui-seni-arvati
469,7,23,6.4,8,Uued Uudised,https://uueduudised.ee/uudis/maailm/jutt-paremaarmusluse-seotusest-antisemitismi-kasvuga-euroopas-on-valehonguline/
870,21,12,3.79,36,Uued Uudised,https://uueduudised.ee/majandus/arvud-kinnitavad-teine-pensionisammas-ei-paasta-maailma-lisatud-on-investeeringu-kalkulaator/
453,6,7,2.87,12,Delfi,https://www.delfi.ee/news/paevauudised/eesti/lihula-tulistaja-opilane-ta-oli-ebastabiilne-kadus-keset-semestrit-lihtsalt-ara?id=90099131
128,2,0,1.56,1,Uued Uudised,https://uueduudised.ee/uudis/maailm/poola-usa-toob-vaed-nato-idatiivale-riiki-tuleb-ka-nende-vaejuhatus/
87,1,3,4.6,0,Telegram,https://www.telegram.ee/teadus-ja-tulevik/veel-kord-pcr-testidest-kas-neid-tulemusi-saab-kasutada-pohjapanevate-otsuste-tegemiseks
159,0,5,3.14,0,Telegram,https://www.telegram.ee/maailm/suurbritannia-kaotas-aaa-reitingu
65,0,1,1.54,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/homopropaganda-imbub-hokivaljakule-kuid-mitte-koik-pole-sellega-nous/
179,1,2,1.68,7,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/soome-peaminister-marin-kui-koroonapiirangud-tuleb-uuesti-kehtestada-on-selle-inimlik-ja-majanduslik-hind-karm?id=90611351
103,2,1,2.91,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/koroonaviirusesse-nakatunud-soomlased-kaisid-muhumaal?id=90658945
221,1,7,3.62,2,Delfi,https://www.delfi.ee/news/paevauudised/krimi/fotod-soomes-paljastati-eestlase-juhitud-narkojouk-vahistatuid-ule-20-konfiskeeritud-ainete-vaartus-700-000-eurot?id=90949305
1114,7,36,3.86,31,Telegram,https://www.telegram.ee/teadus-ja-tulevik/joukuse-psuhholoogia-kuidas-raha-kaitumist-ja-motlemist-mojutab
205,0,1,0.49,0,Uued Uudised,https://uueduudised.ee/uudis/eesti/riigikogu-valis-esimeheks-tagasi-henn-polluaasa/
246,5,10,6.1,7,Uued Uudised,https://uueduudised.ee/uudis/eesti/juhtum-valismaalasest-autojuhiga-parast-lapsele-otsa-soitmist-lihtsalt-istus-autos/
456,4,7,2.41,13,Telegram,https://www.telegram.ee/maailm/poekett-whole-foods-hakkab-gmo-toite-margistama
416,6,14,4.81,12,Uued Uudised,https://uueduudised.ee/uudis/maailm/aina-hullemaks-kliimaingel-kutsub-ules-maailma-liidreid-seina-aarde-panema/
236,2,6,3.39,4,Telegram,https://www.telegram.ee/teadus-ja-tulevik/teadlased-proovisid-tekitada-ajaauke
225,11,4,6.67,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tartu-toitlustusettevotted-panid-seljad-kokku-ning-tootasid-valja-hea-tahte-leppe?id=90661485
120,0,3,2.5,4,Eesti Päevaleht,https://epl.delfi.ee/uudised/hulk-taastumatuid-narvirakke-ehk-eesti-arimeeste-miljonitehing-hiinaga-koige-kriitilisemal-ajal?id=90991607
857,22,11,3.85,14,Uued Uudised,https://uueduudised.ee/majandus/ats-milleri-faktikontroll-energiavarustus-ja-taastuvenergia/
1063,6,47,4.99,26,Telegram,https://www.telegram.ee/maailm/islami-opetlased-koostasid-avaliku-kirja-mis-naitab-isis-e-vastandumist-islamiusule
213,3,2,2.35,9,Telegram,https://www.telegram.ee/eesti/orwellilik-eesti-jalituslubade-arv-on-kumnendiku-vorra-kasvanud
1075,12,34,4.28,20,Delfi,https://www.delfi.ee/news/paevauudised/teetood/viis-vastust-21-soiduradade-kohta-ja-kolm-pohireeglit-seal-liiklemiseks?id=89983221
189,1,5,3.17,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tallinn-kompenseerib-lasteaedadele-kohatasu-vabastuse-tottu-saamata-jaanud-ligi-4-miljonit-eurot?id=90381893
171,0,8,4.68,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/prantsusmaal-saadeti-laiali-turgi-marurahvuslik-uhendus-hallhundid/
32,0,1,3.12,1,Telegram,https://www.telegram.ee/eesti/statistikaamet-eesti-rahvaarv-voib-30-aastaga-125-000-inimese-vorra-vaheneda
23,0,0,0.0,0,Uued Uudised,https://uueduudised.ee/uudis/eesti/video-valitsuse-pressikonverentsil-annavad-aru-juri-ratas-mart-helme-ja-tonis-lukas/
310,2,6,2.58,4,Uued Uudised,https://uueduudised.ee/uudis/maailm/jussi-halla-aho-eestis-puudub-humanitaarsisseranne-ja-tallinnas-ei-ole-selliseid-probleeme-nagu-helsingis/
147,2,7,6.12,1,Eesti Päevaleht,https://epl.delfi.ee/uudised/vargus-sisejulgeoleku-suurehitusel-sunnib-kapo-hoone-turvameetmed-ule-vaatama?id=90503305
69,0,1,1.45,3,Eesti Päevaleht,https://epl.delfi.ee/uudised/neli-kuud-valgevene-meeleavaldusi-eesti-on-sanktsioonide-eestvedaja-abiprojektid-kaivituvad-majandusrindel-tuleks-julgem-olla?id=91815563
267,2,3,1.87,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/usa-ulemkohus-otsustas-et-trump-ei-ole-tema-finantsandmete-valjanoudmise-suhtes-puutumatu?id=90411467
724,20,11,4.28,31,Telegram,https://www.telegram.ee/arvamus/avalik-poordumine-vikerkaarepere-vaatenurk-parast-neile-eestis-osaks-saanud-kogemusi
129,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/norra-kuningal-vahetati-edukalt-valja-sudameklapp?id=91311051
450,25,7,7.11,12,Telegram,https://www.telegram.ee/nwo/europarlamendi-liige-nigel-farage-herman-van-rompuy-kes-te-olete
85,1,2,3.53,0,Uued Uudised,https://uueduudised.ee/uudis/lopuks-ometi-euroopa-liit-kehtestab-sisenemiskeelu/
584,3,9,2.05,13,Uued Uudised,https://uueduudised.ee/uudis/maailm/tiktok-hiina-kommunistide-trooja-hobune/
522,2,19,4.02,15,Telegram,https://www.telegram.ee/maailm/bilderberglasi-suudistatakse-terrorirunnakutele-kaasa-aitamises
404,2,0,0.5,10,Telegram,https://www.telegram.ee/eesti/kov-valimised-uuel-aastal-vana-hooga
1100,5,62,6.09,18,Telegram,https://www.telegram.ee/nwo/printsess-diana-surma-kahtlased-asjaolud-viitavad-plaanitud-morvale
265,2,1,1.13,7,Uued Uudised,https://uueduudised.ee/uudis/maailm/taani-loob-uue-ameti-et-kiirendada-elamisloata-migrantide-valjasaatmist/
191,2,5,3.66,9,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/lati-pohiseaduskohus-vanempuhkuse-oigus-peab-olema-ka-lapse-ema-samasoolisel-partneril?id=91656981
519,9,3,2.31,9,Telegram,https://www.telegram.ee/nwo/miks-paistab-helsingist-tallinna-teletorn-taies-hiilguses
86,2,1,3.49,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/eestis-koroonaviirusesse-nakatunud-soomlane-kulastas-kodumaal-lobustusparki?id=90715393
436,9,12,4.82,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/rootsi-opositsioon-parib-valitsuselt-aru-relvade-kohta-estonial-soovitakse-hauarahu-tuhistamist?id=91266065
421,1,2,0.71,16,Telegram,https://www.telegram.ee/eesti/ulmefilmi-auhinna-palvis-ingrid-peek
121,1,6,5.79,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/thunbergi-agenda-jai-pollumajanduse-vajaduste-ees-jouetuks/
113,1,0,0.88,7,Uued Uudised,https://uueduudised.ee/majandus/maaeluminister-arvo-aller-teeme-noortele-pollumajandustootjatele-toetuse-taotlemise-lihtsamaks/
784,7,9,2.04,17,Uued Uudised,https://uueduudised.ee/arvamus/mark-soosaare-algatusel-laanemere-kunstisadama-ehitamisega-seonduv-asjaajamine-olema-ja-naima-aus-ja-labipaistev/
524,13,14,5.15,16,Telegram,https://www.telegram.ee/teadus-ja-tulevik/baassissetulek-voimalus-inimvaarseks-eluks
549,1,4,0.91,15,Telegram,https://www.telegram.ee/teadus-ja-tulevik/kas-kehavalised-kogemused-on-arvatust-tavalisemad
450,4,20,5.33,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/suure-sisserandega-birminghamis-pussitati-aga-poliitkorrektsus-ei-luba-tegelikkusest-raakida/
355,7,9,4.51,9,Uued Uudised,https://uueduudised.ee/uudis/eesti/ekre-surve-kandis-vilja-koroonaviirust-podenud-kalle-palling-lahkub-harku-volikogu-esimehe-kohalt/
167,1,1,1.2,2,Uued Uudised,https://uueduudised.ee/uudis/lapsed-mangivad-soiduteel-surmaga-kas-inspiratsiooni-on-saadud-kliimastreigi-kiirkursustelt/
410,3,14,4.15,14,Delfi,https://www.delfi.ee/news/paevauudised/krimi/video-ja-fotod-vohandu-joel-suttis-matkapliidist-kaater-alus-havis-tules-taielikult?id=91326187
427,4,11,3.51,5,Telegram,https://www.telegram.ee/maailm/pentagoni-lastepornojuhtum-mis-vajus-mugavalt-unustuseholma
197,6,1,3.55,9,Telegram,https://www.telegram.ee/eesti/politsei-hakkab-ulestunnistusi-videosse-votma
134,4,3,5.22,3,Uued Uudised,https://uueduudised.ee/uudis/eesti/reformar-hanno-pevkur-ajab-viiruseleviku-pasunate-peale/
101,0,11,10.89,0,Delfi,https://www.delfi.ee/news/paevauudised/krimi/vahejuhtum-viru-vanglas-end-kambrisse-lukustanud-kriminaal-kutsuti-korrale-pipragaasiga?id=90200685
63,2,1,4.76,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/keskerakondlased-tallinna-ametiasutustest-uut-haridus-ja-teadusministrit-pigem-ei-leia?id=91739057
215,4,7,5.12,5,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/valgevene-valisministeerium-lubas-balti-riikide-sanktsioonidele-adekvaatseid-vastumeetmeid?id=90905661
366,13,11,6.56,4,Uued Uudised,https://uueduudised.ee/uudis/maailm/rande-ja-kliimahusteerik-carola-rackete-kutsub-kodanikuallumatusele-ehk-seadustele-vilistama/
418,2,14,3.83,11,Delfi,https://www.delfi.ee/news/paevauudised/eesti/delfi-stuudio-sotsiaalminister-tanel-kiik-terviseameti-juhi-ameti-vastu-on-mulle-isiklikult-huvi-ules-naidanud-mitu-inimest?id=90325567
386,3,5,2.07,6,Uued Uudised,https://uueduudised.ee/uudis/eriolukorra-ajal-ei-pea-relvaluba-pikendama-minema/
263,5,12,6.46,5,Uued Uudised,https://uueduudised.ee/uudis/eesti/absurd-sotsiaalmeedias-kustutati-peeter-ernitsa-murelugu-eesti-maatougu-veiste-parast/
407,4,19,5.65,11,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/kuula-usa-s-alanud-rassivaidlus-koigutab-euroopas-monumente-kas-churchill-oli-rassist?id=90133239
138,4,2,4.35,7,Uued Uudised,https://uueduudised.ee/uudis/eesti/martin-helme-need-kes-aastaid-raakisid-et-sellist-eestit-nad-kull-ei-tahtnud-utlevad-nuud-et-ajate-oiget-asja/
129,1,4,3.88,1,Delfi,https://www.delfi.ee/news/paevauudised/krimi/fotod-sundmuspaigalt-harku-vallas-hukkus-teelt-valja-vastu-betoonmuuri-soitnud-autojuht?id=91316031
137,10,0,7.3,5,Telegram,https://www.telegram.ee/eesti/2014-aasta-on-kuulutatud-liikumisaastaks
256,1,12,5.08,4,Delfi,https://www.delfi.ee/news/paevauudised/krimi/toilas-kolme-inimese-allaajamisele-eelnes-tuli-laane-ja-ida-virumaa-kampade-vahel?id=90104743
258,2,3,1.94,8,Telegram,https://www.telegram.ee/maailm/hispaania-reageerib-valuliselt-kataloonia-iseseisvuspuudele
453,7,36,9.49,4,Uued Uudised,https://uueduudised.ee/uudis/eesti/kohtuprotsess-kus-kannatanu-end-kannatanuks-ei-pea/
70,0,0,0.0,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/oopaevaga-lisandus-kaks-positiivset-koroonatesti?id=90756433
991,45,6,5.15,22,Telegram,https://www.telegram.ee/teadus-ja-tulevik/karolin-tsarski-mida-teavad-teadlased-orgasmist
483,10,10,4.14,10,Uued Uudised,https://uueduudised.ee/uudis/eesti/kristen-michal-andis-teada-et-ulbe-eneseimetlemine-pole-reformierakonnast-kadunud-ja-et-sotsidest-liitlased-saavad-jalaga/
465,21,5,5.59,14,Uued Uudised,https://uueduudised.ee/uudis/eesti/valitsus-muudab-seadusi-et-riik-oleks-paremini-valmis-massilise-sisserande-tokestamiseks/
153,2,5,4.58,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/turgi-lubab-astuda-erdogani-karikatuuri-vastu-oiguslikke-ja-diplomaatilisi-samme?id=91499665
90,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/ltkh-viljatusravikeskuse-kolm-tootajat-nakatus-koroonaviirusega?id=91132951
155,0,2,1.29,2,Uued Uudised,https://uueduudised.ee/uudis/eesti/laane-elu-peatoimetaja-andrus-karnau-tunnistas-riigiraadios-et-tema-lehetoimetuse-seinal-ripub-plakat-valgetest-neegritest/
72,0,2,2.78,1,Eesti Päevaleht,https://epl.delfi.ee/valismaa/rishi-sunaki-tahelend-sadade-miljardite-abiga-populaarseimaks-briti-poliitikuks?id=91704457
365,10,12,6.03,3,Ärileht,https://arileht.delfi.ee/news/uudised/maasikakasvatajad-on-helme-suudistusest-nordinud-minister-halvustab-alusetult-tervet-sektorit?id=90001823
213,1,20,9.86,2,Uued Uudised,https://uueduudised.ee/arvamus/repliik/vahur-kooritsa-molli-andmine-kaib-juba-taiega-delfi-kommentaariumis/
403,5,21,6.45,14,Telegram,https://www.telegram.ee/eesti/peavaluravi-on-eestis-lapsekingades
80,0,1,1.25,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/foto-politsei-otsib-kodust-lahkunud-14-aastast-kaisat?id=90300277
67,0,5,7.46,3,Delfi,https://www.delfi.ee/news/paevauudised/eesti/ida-viru-keskerakondlased-taotlevad-martin-repinski-parteist-valjaviskamist?id=91528997
280,4,7,3.93,10,Uued Uudised,https://uueduudised.ee/uudis/maailm/alternatiiv-rootsile-loodab-saada-esindatuse-europarlamendis/
537,5,8,2.42,10,Telegram,https://www.telegram.ee/eesti/galerii-tallinnas-avaldati-turgile-toetust
1350,47,40,6.44,32,Uued Uudised,https://uueduudised.ee/arvamus/helle-moonika-helme-meediavagivallas-on-koik-needsamad-elemendid-mida-me-naeme-erinevates-uhiskondlikult-hukkamoistetud-vagivallavormides/
709,0,21,2.96,19,Telegram,https://www.telegram.ee/maailm/euroskeptitsismi-pidev-tous-ja-europarlamendi-valimised
211,7,5,5.69,3,Forte,https://forte.delfi.ee/news/teadus/moderna-koroonavaktsiin-on-esmaste-andmete-kohaselt-tohusaim?id=91683971
558,15,16,5.56,13,Uued Uudised,https://uueduudised.ee/arvamus/repliik/liberaalsotsialistlik-kabukiteater-andis-riigikogus-suureparase-etenduse/
155,3,3,3.87,5,Telegram,https://www.telegram.ee/eesti/thi-balti-riigid-peavad-ukraina-taustal-kaitsesse-rohkem-panustama
65,0,0,0.0,0,Eesti Päevaleht,https://epl.delfi.ee/kliima/kuumalained-muutuvad-pea-koikjal-uha-pikemaks-ja-intensiivsemaks?id=90372677
340,12,6,5.29,7,Uued Uudised,https://uueduudised.ee/majandus/veofirmad-usuvad-et-diisliaktsiisi-langetamine-teeb-eestlased-baltikumis-konkurentsivoimelisemaks/
376,0,4,1.06,8,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafik-oopaevaga-lisandus-15-koroonapositiivset-testi-vene-teatri-koldega-on-seotud-kuus-inimest?id=90946895
399,2,14,4.01,14,Telegram,https://www.telegram.ee/maailm/droonirelv-voimaldab-soovimatuid-lennumasinaid-ohutult-maandada
283,4,2,2.12,1,Uued Uudised,https://uueduudised.ee/uudis/eesti/oiguskantsler-eriolukorra-valjakuulutamiseks-oli-12-martsi-hilisohtuks-alus-olemas/
56,0,1,1.79,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/videod-raju-vihmasadu-tallinnas-pirita-teel-uputab?id=90325969
249,3,4,2.81,9,Telegram,https://www.telegram.ee/eesti/inimoiguste-jurist-ja-advokaat-marius-reikeras-raagib-tana-norra-lastekaitse-kitsaskohtadest
1835,36,17,2.89,16,Telegram,https://www.telegram.ee/teadus-ja-tulevik/evolutsiooniteooriale-ohtlik-saladus-kogu-maailmast-on-leitud-hiiglaste-skelette
331,6,7,3.93,9,Uued Uudised,https://uueduudised.ee/arvamus/repliik/helle-moonika-helme-kersti-kaljulaiu-abiga-on-saavutatud-vene-propaganda-jarjekordne-toovoit/
299,8,9,5.69,4,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/navalnoi-euroopa-parlamendile-sanktsioonid-tuleb-kehtestada-otse-putini-siseringi-kurjategijate-kambale?id=91802651
212,0,1,0.47,1,Telegram,https://www.telegram.ee/eesti/51679
386,2,9,2.85,8,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/kuula-vene-meedia-kajastab-valgevene-proteste-ullatavalt-toetavalt-kas-rahutused-toovad-emigratsioonilaine?id=90713595
52,1,1,3.85,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-vaata-millist-kahju-on-sugistorm-ule-eesti-kulvanud?id=91069441
49,0,1,2.04,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/venemaal-pustitati-taas-uus-oopaevane-koroonaviiruse-tottu-surnute-rekord?id=91837415
159,1,4,3.14,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/trump-foderaaljoud-jaavad-portlandi-politseioperatsiooni-lopuni/
62,1,1,3.23,2,Telegram,https://www.telegram.ee/maailm/video-millest-meedia-suuria-puhul-ei-raagi
149,2,6,5.37,3,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/trump-ahvardas-vabariiklaste-parteikongressi-umber-kolida-kui-seda-ei-lubata-korraldada-taies-mahus?id=89969367
301,2,16,5.98,4,Telegram,https://www.telegram.ee/eesti/uks-rumal-kusimus-kapole-kui-reaalne-on-terrorirunnaku-oht-eestis
97,0,3,3.09,1,Uued Uudised,https://uueduudised.ee/uudis/eesti/avatuse-pahupool-tallinnale-valmistavad-peavalu-valismaised-tanavamuusikud-ja-taksojuhid/
1564,42,18,3.84,37,Delfi,https://www.delfi.ee/news/paevauudised/eesti/vilja-kusib-urmas-viik-parnu-harra-vaimne-eelkaija-on-nikita-hrustsov-kes-soimas-avangardiste-pederastideks-ja-lubas-koik-vangi-panna?id=91109067
789,8,22,3.8,10,Telegram,https://www.telegram.ee/nwo/maailmapanga-endine-tootaja-paljastab-korruptiivseid-voimumange
482,13,5,3.73,16,Uued Uudised,https://uueduudised.ee/arvamus/priit-tali-populaarsusuuringutesse-voiks-kaasata-ka-kirsti-timmeri-kaardid/
349,6,6,3.44,5,Uued Uudised,https://uueduudised.ee/arvamus/repliik/andres-raid-ebaoiged-faktivaited-kui-leib-noortele-tublidele-advokatuuri-liikmetele/
15,1,2,20.0,1,Telegram,https://www.telegram.ee/nwo/evolutsiooniopetuse-pettus
588,25,8,5.61,21,Uued Uudised,https://uueduudised.ee/arvamus/piret-kivi-ladina-keel-aitab-meil-tunnetada-euroopa-kultuuri-juuri/
591,15,16,5.25,11,Eesti Päevaleht,https://epl.delfi.ee/uudised/10-lugu-nadalavahetusel-lugemiseks-kuidas-eestist-tehakse-venemaal-natsiriiki-vestlus-pablo-escobari-pojaga-silvia-ilvese-keeruline-aeg?id=91804161
157,4,4,5.1,6,Telegram,https://www.telegram.ee/eesti/luhidokk
172,2,7,5.23,2,Uued Uudised,https://uueduudised.ee/uudis/kriisikomisjoni-oiged-otsused-kannavad-vilja/
352,3,8,3.12,14,Uued Uudised,https://uueduudised.ee/uudis/maailm/poola-seisab-vastu-laane-euroopa-usa-vastasusele-ja-vene-lembusele-ning-voitleb-oma-kohtureformi-eest/
1058,13,17,2.84,29,Telegram,https://www.telegram.ee/teadus-ja-tulevik/usa-kohus-roundup-tekitab-vahki-kui-kaua-taimemurk-veel-eestis-lubatud-on
202,5,6,5.45,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/endiste-siseministrite-soovitus-mart-helmele-astuge-tagasi-veel-tana?id=91613335
256,9,5,5.47,4,Uued Uudised,https://uueduudised.ee/arvamus/repliik/helle-moonika-helme-sulgeme-omadele-piirid-ja-laseme-ukrainlased-sisse-absurd/
282,1,3,1.42,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/seirejaam-stockholmis-teatas-radioaktiivsete-osakeste-kasvust-laanemere-regioonis-usa-kahtlustab-venelasi-tuumaeksperimentides?id=90289425
219,5,8,5.94,5,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/kim-jong-un-vabandas-kirja-teel-louna-korea-ametniku-tapmise-parast-merel?id=91152335
514,23,12,6.81,36,Uued Uudised,https://uueduudised.ee/uudis/maailm/usa-riigisekretar-mike-pompeo-munchenis-jutud-atlandi-ulese-liidu-surmast-on-ulimalt-liialdatud/
258,5,6,4.26,9,Uued Uudised,https://uueduudised.ee/uudis/eesti/jaak-madison-suhetest-venemaaga-tangot-tantsitakse-kahekesi/
803,7,18,3.11,20,Uued Uudised,https://uueduudised.ee/arvamus/juri-toomepuu-laiaulatuslik-valimispettus-usa-s/
167,0,3,1.8,0,Delfi,https://www.delfi.ee/news/paevauudised/krimi/paev-liikluses-soit-rolleri-voi-rattaga-loppes-onnetult?id=90219943
138,0,1,0.72,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/leht-trumpi-kampaaniaponnistuse-kaigus-nakatus-kumnendik-salateenistuse-agentidest-koroonasse?id=91667791
352,4,11,4.26,4,Telegram,https://www.telegram.ee/nwo/ice-cube-koik-on-korrumpeerunud
1107,45,29,6.68,28,Telegram,https://www.telegram.ee/toit-ja-tervis/toitumisspetsialist-geenmuundatud-toit-pohjustab-vahki
